"geneNames"	"SNP_NUM"	"nsSNP"
"YFR046C"	2487	"1768"
"YFR047C"	2507	"597"
"YFR048W"	5260	"2247"
"YFR049W"	1597	"400"
"YFR050C"	895	"562"
"YFR051C"	2428	"296"
"YFR052W"	1542	"199"
"YFR053C"	7897	"2715"
"YFR054C"	1990	"1311"
"YFR055W"	1659	"338"
"YFR057W"	911	"676"
"YGL263W"	2484	"1670"
"YGL262W"	2092	"1307"
"YGL261C"	29	"28"
"YGL260W"	2	"2"
"YGL259W"	1209	"654"
"YGL258W-A"	4206	"2332"
"YGL258W"	10426	"3879"
"YGL257C"	23319	"8608"
"YGL256W"	13311	"3745"
"YGL255W"	14377	"4840"
"YGL254W"	4709	"1757"
"YGL253W"	2146	"144"
"YGL252C"	2967	"541"
"YGL251C"	8073	"3755"
"YGL250W"	1253	"778"
"YGL249W"	9810	"6135"
"YGL248W"	3428	"635"
"YGL247W"	2261	"847"
"YGL246C"	2803	"1148"
"YGL245W"	6499	"1139"
"YGL244W"	1841	"241"
"YGL243W"	6080	"4749"
"YGL242C"	2392	"681"
"YGL241W"	17171	"6461"
"YGL240W"	1937	"595"
"YGL238W"	4079	"873"
"YGL237C"	4239	"2804"
"YGL236C"	13835	"2966"
"YGL235W"	9	"2"
"YGL234W"	2412	"341"
"YGL233W"	7270	"1948"
"YGL232W"	2009	"379"
"YGL231C"	576	"227"
"YGL230C"	540	"279"
"YGL229C"	8161	"4011"
"YGL228W"	9991	"4776"
"YGL227W"	7744	"1307"
"YGL226C-A"	3158	"1032"
"YGL226W"	4723	"2715"
"YGL225W"	3661	"44"
"YGL224C"	2081	"1069"
"YGL223C"	6281	"3039"
"YGL222C"	2940	"1399"
"YGL221C"	456	"127"
"YGL220W"	656	"498"
"YGL219C"	2382	"813"
"YGL216W"	13810	"2587"
"YGL215W"	5232	"1905"
"YGL213C"	3603	"2450"
"YGL212W"	3617	"2324"
"YGL211W"	3902	"1050"
"YGL210W"	526	"47"
"YGL209W"	4044	"1566"
"YGL208W"	11225	"3416"
"YGL207W"	15765	"2330"
"YGL206C"	26252	"5669"
"YGL205W"	13433	"6651"
"YGL204C"	5743	"5670"
"YGL203C"	8332	"1260"
"YGL202W"	4872	"1096"
"YGL201C"	7846	"1326"
"YGL200C"	1099	"54"
"YGL198W"	3100	"326"
"YGL197W"	38630	"11923"
"YGL196W"	8981	"2520"
"YGL195W"	54283	"13208"
"YGL194C-A"	2666	"1424"
"YGL194C"	9499	"1358"
"YGL193C"	2337	"264"
"YGL192W"	10739	"3695"
"YGL191W"	3448	"8"
"YGL190C"	6653	"1118"
"YGL189C"	353	"6"
"YGL188C-A"	1379	"1282"
"YGL187C"	532	"28"
"YGL186C"	4765	"727"
"YGL185C"	5326	"2305"
"YGL184C"	1988	"830"
"YGL183C"	1022	"255"
"YGL181W"	4292	"1819"
"YGL180W"	4407	"1339"
"YGL179C"	5465	"2149"
"YGL178W"	10559	"1641"
"YGL176C"	16073	"8293"
"YGL175C"	4176	"1554"
"YGL174W"	1540	"1392"
"YGL173C"	20740	"7629"
"YGL172W"	5796	"4003"
"YGL171W"	7915	"3868"
"YGL170C"	8212	"4597"
"YGL169W"	7983	"3704"
"YGL168W"	2574	"1541"
"YGL167C"	10128	"3966"
"YGL166W"	2714	"1996"
"YGL164C"	4621	"1223"
"YGL163C"	11905	"1815"
"YGL162W"	3201	"1660"
"YGL161C"	3427	"334"
"YGL160W"	7265	"4255"
"YGL159W"	2934	"2055"
"YGL158W"	13948	"4946"
"YGL157W"	4355	"2154"
"YGL156W"	17712	"4323"
"YGL155W"	5829	"863"
"YGL154C"	6628	"4684"
"YGL153W"	4567	"219"
"YGL151W"	20054	"7502"
"YGL150C"	13605	"3911"
"YGL149W"	811	"476"
"YGL148W"	2121	"68"
"YGL147C"	1052	"962"
"YGL146C"	2668	"946"
"YGL145W"	5434	"2459"
"YGL144C"	5043	"2137"
"YGL143C"	1751	"380"
"YGL142C"	5608	"3318"
"YGL141W"	4736	"2037"
"YGL140C"	6395	"2316"
"YGL139W"	2619	"528"
"YGL138C"	2407	"1369"
"YGL137W"	6461	"2907"
"YGL136C"	1573	"519"
"YGL135W"	44	"0"
"YGL134W"	5672	"2027"
"YGL133W"	5935	"3281"
"YGL131C"	13224	"7847"
"YGL130W"	2196	"466"
"YGL129C"	1250	"190"
"YGL128C"	2354	"709"
"YGL127C"	1186	"730"
"YGL126W"	1497	"523"
"YGL125W"	5350	"787"
"YGL124C"	13571	"5120"
"YGL123W"	489	"20"
"YGL122C"	2371	"217"
"YGL121C"	455	"46"
"YGL120C"	4889	"211"
"YGL119W"	4243	"797"
"YGL118C"	977	"551"
"YGL117W"	2525	"1264"
"YGL116W"	4763	"2003"
"YGL115W"	1274	"118"
"YGL114W"	6647	"3399"
"YGL113W"	4327	"990"
"YGL112C"	4017	"582"
"YGL111W"	6653	"1251"
"YGL110C"	7185	"2474"
"YGL108C"	1856	"1017"
"YGL107C"	8473	"4086"
"YGL106W"	1671	"129"
"YGL105W"	4673	"767"
"YGL104C"	3287	"823"
"YGL103W"	3319	"24"
"YGL101W"	1423	"1075"
"YGL100W"	2128	"838"
"YGL099W"	4958	"2172"
"YGL098W"	1511	"280"
"YGL097W"	2466	"861"
"YGL096W"	3187	"1818"
"YGL095C"	3460	"2079"
"YGL094C"	4815	"790"
"YGL093W"	10405	"4812"
"YGL092W"	10879	"5568"
"YGL091C"	1667	"234"
"YGL090W"	3545	"2358"
"YGL089C"	1253	"69"
"YGL088W"	1156	"791"
"YGL087C"	661	"67"
"YGL086W"	6926	"3007"
"YGL085W"	688	"366"
"YGL084C"	3655	"988"
"YGL083W"	18314	"4032"
"YGL082W"	3406	"734"
"YGL081W"	3746	"874"
"YGL080W"	2336	"994"
"YGL079W"	720	"387"
"YGL078C"	5546	"2065"
"YGL077C"	2160	"557"
"YGL076C"	6808	"30"
"YGL075C"	3641	"1244"
"YGL073W"	11704	"6914"
"YGL071W"	9974	"7336"
"YGL070C"	1680	"0"
"YGL068W"	1550	"170"
"YGL067W"	3554	"1122"
"YGL066W"	4387	"1904"
"YGL065C"	4125	"2292"
"YGL064C"	2192	"693"
"YGL063W"	3003	"1989"
"YGL062W"	9311	"2378"
"YGL061C"	2340	"1246"
"YGL060W"	9834	"4971"
"YGL059W"	3144	"494"
"YGL058W"	713	"8"
"YGL057C"	7386	"2265"
"YGL056C"	9452	"1950"
"YGL055W"	4575	"1447"
"YGL054C"	1012	"4"
"YGL053W"	30	"30"
"YGL051W"	93	"91"
"YGL050W"	2905	"813"
"YGL049C"	10154	"3581"
"YGL048C"	5971	"88"
"YGL047W"	1569	"1196"
"YGL045W"	7449	"2003"
"YGL044C"	1565	"204"
"YGL043W"	3391	"119"
"YGL041C-B"	78	"62"
"YGL041W-A"	503	"378"
"YGL040C"	849	"97"
"YGL039W"	2961	"1932"
"YGL038C"	3372	"646"
"YGL037C"	1521	"83"
"YGL036W"	9401	"6853"
"YGL035C"	4122	"2258"
"YGL034C"	2929	"2896"
"YGL033W"	3599	"1066"
"YGL032C"	720	"518"
"YGL031C"	104	"58"
"YGL030W"	773	"40"
"YGL029W"	200	"120"
"YGL028C"	5471	"2816"
"YGL027C"	6460	"2540"
"YGL026C"	3201	"1470"
"YGL025C"	10191	"3346"
"YGL023C"	8071	"2974"
"YGL022W"	2736	"637"
"YGL021W"	10461	"3951"
"YGL020C"	3828	"204"
"YGL019W"	1737	"111"
"YGL018C"	3176	"785"
"YGL017W"	8560	"2746"
"YGL016W"	8776	"722"
"YGL015C"	1900	"412"
"YGL014W"	9114	"3601"
"YGL013C"	9343	"1861"
"YGL012W"	3455	"1342"
"YGL011C"	4020	"117"
"YGL010W"	1826	"771"
"YGL009C"	5769	"2721"
"YGL008C"	8452	"2987"
"YGL007C-A"	2014	"206"
"YGL007W"	1285	"263"
"YGL006W-A"	616	"393"
"YGL006W"	9709	"4908"
"YGL005C"	6485	"3393"
"YGL004C"	6240	"4113"
"YGL003C"	4325	"1414"
"YGL002W"	4091	"145"
"YGL001C"	831	"99"
"YGR001C"	4454	"205"
"YGR002C"	5407	"2739"
"YGR003W"	11696	"7168"
"YGR004W"	5561	"1724"
"YGR005C"	1490	"68"
"YGR006W"	264	"122"
"YGR007W"	4135	"2074"
"YGR008C"	1821	"834"
"YGR009C"	6030	"2859"
"YGR010W"	3547	"1254"
"YGR012W"	3672	"1365"
"YGR013W"	3092	"1095"
"YGR014W"	10554	"4475"
"YGR015C"	3162	"875"
"YGR016W"	2154	"130"
"YGR017W"	3150	"885"
"YGR018C"	3	"3"
"YGR019W"	2782	"1182"
"YGR020C"	964	"2"
"YGR021W"	1473	"192"
"YGR023W"	10531	"3623"
"YGR024C"	1006	"149"
"YGR025W"	1457	"777"
"YGR026W"	1514	"677"
"YGR027C"	888	"6"
"YGR028W"	2735	"157"
"YGR029W"	804	"148"
"YGR030C"	2857	"2093"
"YGR031W"	2067	"1005"
"YGR031C-A"	0	"NA"
"YGR032W"	15690	"4537"
"YGR033C"	2478	"1013"
"YGR034W"	1976	"4"
"YGR035C"	1016	"89"
"YGR035W-A"	774	"128"
"YGR036C"	2084	"136"
"YGR037C"	85	"12"
"YGR038W"	222	"72"
"YGR039W"	2017	"2000"
"YGR040W"	2066	"70"
"YGR041W"	5460	"3013"
"YGR042W"	4796	"3000"
"YGR043C"	1753	"335"
"YGR044C"	1260	"412"
"YGR045C"	988	"743"
"YGR046W"	3428	"1606"
"YGR047C"	6015	"1231"
"YGR048W"	2238	"222"
"YGR049W"	710	"268"
"YGR050C"	3492	"3304"
"YGR052W"	3585	"2273"
"YGR053C"	1473	"769"
"YGR054W"	2796	"795"
"YGR055W"	3100	"487"
"YGR056W"	7562	"3166"
"YGR057C"	1630	"743"
"YGR058W"	1286	"276"
"YGR059W"	2998	"1487"
"YGR060W"	1560	"69"
"YGR061C"	6109	"1776"
"YGR062C"	1490	"691"
"YGR063C"	345	"18"
"YGR065C"	5582	"1207"
"YGR066C"	1874	"544"
"YGR067C"	6490	"2731"
"YGR068C"	5107	"2570"
"YGR070W"	13386	"5702"
"YGR071C"	5819	"3763"
"YGR072W"	5055	"1739"
"YGR074W"	1122	"29"
"YGR075C"	753	"272"
"YGR076C"	918	"127"
"YGR077C"	5902	"3772"
"YGR078C"	693	"167"
"YGR079W"	1448	"885"
"YGR080W"	5138	"714"
"YGR081C"	2007	"1520"
"YGR082W"	1002	"70"
"YGR083C"	4220	"720"
"YGR084C"	2535	"1086"
"YGR085C"	664	"9"
"YGR086C"	1754	"146"
"YGR087C"	6203	"1426"
"YGR088W"	6232	"2567"
"YGR089W"	9540	"4729"
"YGR090W"	5661	"2824"
"YGR091W"	3727	"1570"
"YGR092W"	3726	"1375"
"YGR093W"	4888	"1647"
"YGR094W"	6196	"954"
"YGR095C"	688	"87"
"YGR096W"	1574	"560"
"YGR097W"	9052	"2643"
"YGR098C"	12522	"5344"
"YGR099W"	5681	"3449"
"YGR100W"	6655	"1056"
"YGR101W"	1923	"1314"
"YGR102C"	1687	"787"
"YGR103W"	1964	"760"
"YGR104C"	4254	"1481"
"YGR105W"	95	"12"
"YGR106C"	1426	"542"
"YGR108W"	2037	"731"
"YGR109C"	1580	"612"
"YGR110W"	2745	"932"
"YGR111W"	2824	"1194"
"YGR112W"	1487	"185"
"YGR113W"	4604	"2101"
"YGR116W"	8813	"2998"
"YGR117C"	5708	"1922"
"YGR118W"	2190	"72"
"YGR119C"	3477	"2221"
"YGR120C"	1433	"354"
"YGR121C"	2408	"390"
"YGR121W-A"	377	"285"
"YGR122W"	5627	"1969"
"YGR123C"	2835	"1336"
"YGR124W"	4435	"701"
"YGR125W"	8063	"1833"
"YGR126W"	2000	"141"
"YGR127W"	4006	"1869"
"YGR128C"	9711	"3807"
"YGR129W"	2050	"665"
"YGR130C"	6970	"2898"
"YGR131W"	1387	"67"
"YGR132C"	613	"31"
"YGR133W"	1696	"665"
"YGR134W"	5203	"3242"
"YGR135W"	1148	"102"
"YGR136W"	1259	"271"
"YGR138C"	1921	"384"
"YGR140W"	9699	"4310"
"YGR141W"	3182	"848"
"YGR142W"	6539	"3805"
"YGR143W"	3559	"1393"
"YGR144W"	3720	"562"
"YGR145W"	3659	"756"
"YGR146C"	1190	"750"
"YGR146C-A"	467	"454"
"YGR147C"	4982	"2330"
"YGR148C"	2103	"7"
"YGR149W"	10164	"393"
"YGR150C"	13621	"2858"
"YGR152C"	5050	"1226"
"YGR153W"	5562	"2815"
"YGR154C"	5648	"1779"
"YGR155W"	4784	"448"
"YGR156W"	2240	"271"
"YGR157W"	18128	"4163"
"YGR158C"	2283	"1499"
"YGR159C"	3046	"1174"
"YGR161C"	1725	"1284"
"YGR161W-C"	923	"742"
"YGR162W"	2970	"1858"
"YGR163W"	1871	"84"
"YGR164W"	1406	"805"
"YGR165W"	3076	"1423"
"YGR166W"	5998	"2920"
"YGR167W"	2178	"1729"
"YGR168C"	8807	"2438"
"YGR169C"	4914	"3898"
"YGR169C-A"	527	"461"
"YGR170W"	9789	"3657"
"YGR171C"	4824	"2891"
"YGR172C"	2348	"1919"
"YGR173W"	1709	"95"
"YGR174C"	1781	"805"
"YGR174W-A"	55	"41"
"YGR175C"	3160	"255"
"YGR177C"	5580	"3595"
"YGR178C"	12005	"4172"
"YGR179C"	6461	"1719"
"YGR180C"	1459	"625"
"YGR181W"	2391	"164"
"YGR183C"	3330	"10"
"YGR184C"	43153	"6932"
"YGR185C"	2067	"762"
"YGR186W"	7082	"2181"
"YGR187C"	6256	"651"
"YGR188C"	10498	"5397"
"YGR189C"	6471	"1734"
"YGR191W"	11907	"1935"
"YGR192C"	4070	"790"
"YGR193C"	5876	"2825"
"YGR194C"	5320	"2029"
"YGR195W"	1002	"84"
"YGR196C"	11957	"3552"
"YGR197C"	8114	"1855"
"YGR198W"	7753	"4595"
"YGR199W"	12306	"2080"
"YGR200C"	6870	"3478"
"YGR201C"	3590	"1317"
"YGR202C"	4452	"2410"
"YGR203W"	1697	"225"
"YGR204W"	13299	"1834"
"YGR204C-A"	79	"63"
"YGR205W"	5733	"250"
"YGR206W"	3697	"717"
"YGR207C"	5197	"1024"
"YGR208W"	3645	"780"
"YGR209C"	3887	"98"
"YGR210C"	3826	"688"
"YGR211W"	4973	"236"
"YGR212W"	9475	"5478"
"YGR213C"	8258	"3327"
"YGR214W"	2860	"40"
"YGR215W"	139	"45"
"YGR216C"	2707	"637"
"YGR217W"	14905	"6954"
"YGR218W"	7752	"505"
"YGR220C"	1929	"134"
"YGR221C"	10853	"5313"
"YGR222W"	4726	"1086"
"YGR223C"	2914	"909"
"YGR224W"	6282	"3429"
"YGR225W"	10681	"3173"
"YGR227W"	8874	"2098"
"YGR229C"	3469	"1659"
"YGR230W"	4535	"2367"
"YGR231C"	1700	"114"
"YGR232W"	3108	"1701"
"YGR233C"	29884	"8338"
"YGR234W"	4364	"2493"
"YGR235C"	2500	"931"
"YGR236C"	340	"211"
"YGR237C"	10838	"6331"
"YGR238C"	6829	"3578"
"YGR239C"	3273	"1438"
"YGR240C"	12946	"682"
"YGR240C-A"	2959	"2925"
"YGR241C"	7410	"3384"
"YGR243W"	479	"176"
"YGR244C"	1042	"363"
"YGR245C"	3000	"349"
"YGR246C"	9398	"2611"
"YGR247W"	4994	"1688"
"YGR248W"	5827	"2601"
"YGR249W"	11809	"3594"
"YGR250C"	13325	"2104"
"YGR251W"	3239	"765"
"YGR252W"	4379	"176"
"YGR253C"	1359	"107"
"YGR254W"	1696	"597"
"YGR255C"	5540	"747"
"YGR256W"	7303	"1464"
"YGR257C"	5931	"601"
"YGR258C"	20067	"5846"
"YGR260W"	4540	"1533"
"YGR261C"	5967	"1786"
"YGR262C"	476	"70"
"YGR263C"	3597	"1553"
"YGR264C"	3597	"823"
"YGR266W"	4721	"2205"
"YGR267C"	1077	"6"
"YGR268C"	624	"102"
"YGR270W"	13303	"6862"
"YGR271W"	11868	"3551"
"YGR271C-A"	555	"268"
"YGR273C"	355	"220"
"YGR274C"	7829	"2392"
"YGR275W"	843	"364"
"YGR276C"	5867	"1526"
"YGR277C"	1404	"848"
"YGR278W"	3813	"1302"
"YGR279C"	3650	"1882"
"YGR280C"	2658	"957"
"YGR281W"	13076	"1902"
"YGR282C"	1661	"158"
"YGR283C"	7848	"3672"
"YGR284C"	2556	"1165"
"YGR285C"	6167	"1159"
"YGR286C"	1400	"299"
"YGR287C"	8280	"909"
"YGR288W"	4744	"1553"
"YGR289C"	11127	"8408"
"YGR292W"	0	"NA"
"YGR294W"	0	"NA"
"YGR295C"	2028	"327"
"YGR296W"	0	"NA"
"YHL050C"	2	"0"
"YHL049C"	0	"NA"
"YHL048C-A"	1	"1"
"YHL048W"	3984	"1574"
"YHL047C"	10779	"2209"
"YHL046C"	70	"1"
"YHL044W"	10055	"7182"
"YHL043W"	2437	"1426"
"YHL042W"	831	"382"
"YHL041W"	2440	"2309"
"YHL040C"	8591	"2970"
"YHL039W"	5847	"2934"
"YHL038C"	6286	"1830"
"YHL037C"	3579	"3121"
"YHL036W"	2331	"414"
"YHL035C"	22102	"13957"
"YHL034C"	2457	"1197"
"YHL033C"	3313	"1407"
"YHL032C"	6671	"2350"
"YHL031C"	1647	"1021"
"YHL030W"	26438	"9172"
"YHL029C"	8205	"754"
"YHL028W"	8023	"4459"
"YHL027W"	8053	"4942"
"YHL026C"	2947	"868"
"YHL025W"	2226	"1112"
"YHL024W"	13891	"5917"
"YHL023C"	14922	"5435"
"YHL022C"	7974	"3507"
"YHL021C"	6347	"1681"
"YHL020C"	3736	"1265"
"YHL019C"	8505	"1511"
"YHL018W"	311	"95"
"YHL017W"	6009	"850"
"YHL016C"	10688	"1012"
"YHL015W-A"	1761	"1237"
"YHL015W"	604	"4"
"YHL014C"	2849	"737"
"YHL013C"	3890	"231"
"YHL012W"	12223	"7064"
"YHL011C"	1635	"33"
"YHL010C"	10652	"4353"
"YHL009C"	16347	"9634"
"YHL008C"	8911	"6289"
"YHL007C"	14733	"4767"
"YHL006C"	4756	"1805"
"YHL005C"	2437	"357"
"YHL004W"	2058	"260"
"YHL003C"	3775	"1221"
"YHL002W"	4169	"1236"
"YHL001W"	3393	"11"
"YHR001W"	4108	"1020"
"YHR001W-A"	1251	"7"
"YHR002W"	1263	"1077"
"YHR003C"	2327	"1046"
"YHR004C"	4464	"2091"
"YHR005C"	6336	"2863"
"YHR005C-A"	208	"89"
"YHR006W"	5289	"2886"
"YHR007C"	2739	"668"
"YHR007C-A"	1203	"132"
"YHR008C"	1069	"119"
"YHR009C"	4422	"1903"
"YHR010W"	5042	"46"
"YHR011W"	4866	"860"
"YHR012W"	2820	"931"
"YHR013C"	2512	"651"
"YHR014W"	4784	"3926"
"YHR015W"	4390	"1383"
"YHR016C"	7608	"387"
"YHR017W"	3959	"942"
"YHR018C"	2794	"125"
"YHR019C"	3114	"175"
"YHR020W"	6970	"1230"
"YHR021C"	2808	"3"
"YHR021W-A"	7377	"5300"
"YHR022C"	10979	"7425"
"YHR022C-A"	44	"33"
"YHR023W"	42207	"13028"
"YHR024C"	4962	"150"
"YHR025W"	5160	"407"
"YHR026W"	910	"43"
"YHR027C"	9614	"1644"
"YHR028C"	19834	"4769"
"YHR029C"	5669	"877"
"YHR030C"	3977	"52"
"YHR031C"	9570	"2700"
"YHR032W"	6809	"1833"
"YHR033W"	4613	"2263"
"YHR034C"	6486	"2727"
"YHR035W"	20173	"8599"
"YHR036W"	4959	"2274"
"YHR037W"	5266	"1847"
"YHR038W"	5182	"1993"
"YHR039C"	5563	"250"
"YHR039C-A"	1539	"45"
"YHR040W"	3882	"489"
"YHR041C"	3897	"1104"
"YHR042W"	7273	"3083"
"YHR043C"	3024	"534"
"YHR044C"	2188	"293"
"YHR045W"	7367	"2437"
"YHR046C"	2353	"1207"
"YHR047C"	3992	"1366"
"YHR048W"	2841	"1343"
"YHR049W"	581	"99"
"YHR050W"	5452	"2599"
"YHR050W-A"	94	"50"
"YHR051W"	274	"96"
"YHR052W"	4972	"1719"
"YHR053C"	0	"NA"
"YHR054C"	0	"NA"
"YHR055C"	0	"NA"
"YHR056C"	3738	"1989"
"YHR057C"	966	"198"
"YHR058C"	5481	"1881"
"YHR059W"	2498	"825"
"YHR060W"	1032	"85"
"YHR061C"	4383	"2070"
"YHR062C"	2250	"803"
"YHR063C"	3083	"527"
"YHR064C"	6889	"2673"
"YHR065C"	5825	"1969"
"YHR066W"	4091	"649"
"YHR067W"	2085	"873"
"YHR068W"	1849	"81"
"YHR069C"	1031	"304"
"YHR070W"	4142	"1133"
"YHR071W"	2196	"1263"
"YHR072W"	1940	"410"
"YHR072W-A"	135	"19"
"YHR073W"	4483	"1241"
"YHR074W"	2932	"368"
"YHR075C"	1601	"549"
"YHR076W"	1029	"241"
"YHR077C"	8423	"3562"
"YHR078W"	2418	"402"
"YHR079C"	7279	"2628"
"YHR079C-A"	1075	"331"
"YHR080C"	10495	"5721"
"YHR081W"	488	"57"
"YHR082C"	1977	"659"
"YHR083W"	4189	"2359"
"YHR084W"	3041	"1509"
"YHR085W"	895	"309"
"YHR086W"	3926	"1367"
"YHR086W-A"	71	"55"
"YHR087W"	407	"5"
"YHR088W"	277	"59"
"YHR089C"	1839	"1011"
"YHR090C"	1859	"840"
"YHR091C"	3048	"1468"
"YHR092C"	6813	"1180"
"YHR093W"	1311	"1184"
"YHR094C"	4282	"1738"
"YHR096C"	3622	"895"
"YHR097C"	4192	"1522"
"YHR098C"	5236	"1615"
"YHR099W"	16062	"2568"
"YHR100C"	1964	"476"
"YHR101C"	5967	"2376"
"YHR102W"	11143	"4031"
"YHR103W"	6701	"2130"
"YHR104W"	1274	"229"
"YHR105W"	1758	"617"
"YHR106W"	990	"380"
"YHR107C"	1948	"203"
"YHR108W"	3818	"774"
"YHR109W"	5270	"3050"
"YHR110W"	1813	"299"
"YHR111W"	3328	"414"
"YHR112C"	1539	"571"
"YHR113W"	5852	"303"
"YHR114W"	5145	"2079"
"YHR115C"	2562	"796"
"YHR116W"	959	"302"
"YHR117W"	3952	"2120"
"YHR118C"	3612	"661"
"YHR119W"	8518	"3305"
"YHR120W"	6912	"2243"
"YHR121W"	642	"139"
"YHR122W"	1492	"571"
"YHR123W"	1648	"526"
"YHR124W"	2641	"1043"
"YHR125W"	1423	"998"
"YHR126C"	1487	"126"
"YHR127W"	3410	"1835"
"YHR128W"	313	"53"
"YHR129C"	2182	"381"
"YHR130C"	1230	"498"
"YHR131C"	5808	"2770"
"YHR132C"	2627	"414"
"YHR132W-A"	65	"17"
"YHR133C"	1736	"742"
"YHR134W"	2829	"1714"
"YHR135C"	4333	"1709"
"YHR136C"	1650	"1007"
"YHR137W"	5507	"2678"
"YHR138C"	1034	"86"
"YHR139C"	3002	"389"
"YHR139C-A"	1164	"782"
"YHR140W"	3323	"451"
"YHR141C"	2249	"0"
"YHR142W"	3526	"99"
"YHR143W"	2413	"1389"
"YHR143W-A"	792	"12"
"YHR144C"	8004	"959"
"YHR146W"	8953	"1602"
"YHR147C"	2290	"1001"
"YHR148W"	1770	"57"
"YHR149C"	12416	"6366"
"YHR150W"	6259	"3073"
"YHR151C"	10699	"1325"
"YHR152W"	847	"350"
"YHR153C"	2187	"1841"
"YHR154W"	13801	"9552"
"YHR155W"	9492	"3177"
"YHR156C"	3429	"2010"
"YHR157W"	3274	"1494"
"YHR158C"	8420	"3105"
"YHR159W"	1993	"712"
"YHR160C"	2520	"1393"
"YHR161C"	5408	"1667"
"YHR162W"	726	"530"
"YHR163W"	2037	"438"
"YHR164C"	21618	"8180"
"YHR165C"	25088	"4492"
"YHR166C"	5920	"239"
"YHR167W"	4390	"719"
"YHR168W"	4537	"2385"
"YHR169W"	1214	"233"
"YHR170W"	4029	"116"
"YHR171W"	5290	"2887"
"YHR172W"	10247	"2422"
"YHR173C"	308	"296"
"YHR174W"	1005	"66"
"YHR175W"	2539	"962"
"YHR175W-A"	710	"371"
"YHR176W"	2756	"1565"
"YHR177W"	6792	"2633"
"YHR178W"	5392	"920"
"YHR179W"	4351	"2618"
"YHR180W"	1652	"791"
"YHR181W"	302	"106"
"YHR182W"	9904	"4584"
"YHR183W"	1463	"167"
"YHR184W"	4233	"2563"
"YHR185C"	592	"233"
"YHR186C"	9873	"3316"
"YHR187W"	3302	"2013"
"YHR188C"	10259	"1770"
"YHR189W"	1734	"168"
"YHR190W"	3772	"1159"
"YHR191C"	740	"168"
"YHR192W"	2375	"852"
"YHR193C"	370	"135"
"YHR194W"	3177	"296"
"YHR195W"	4149	"2297"
"YHR196W"	3262	"572"
"YHR197W"	7408	"2312"
"YHR198C"	1599	"788"
"YHR199C"	1991	"393"
"YHR199C-A"	211	"43"
"YHR200W"	752	"266"
"YHR201C"	4446	"1165"
"YHR202W"	4688	"1479"
"YHR203C"	1377	"40"
"YHR204W"	3341	"1934"
"YHR205W"	5764	"1489"
"YHR206W"	3933	"709"
"YHR207C"	3041	"1527"
"YHR208W"	3016	"55"
"YHR209W"	2501	"560"
"YHR210C"	3634	"1067"
"YHR211W"	2757	"748"
"YHR212W-A"	0	"NA"
"YHR213W"	0	"NA"
"YHR213W-A"	0	"NA"
"YHR213W-B"	0	"NA"
"YHR214W"	0	"NA"
"YHR214C-D"	0	"NA"
"YHR214C-E"	3	"3"
"YHR215W"	94	"0"
"YHR216W"	3769	"1226"
"YHR218W"	0	"NA"
"YHR219W"	0	"NA"
"YIL177C"	0	"NA"
"YIL176C"	0	"NA"
"YIL173W"	0	"NA"
"YIL172C"	0	"NA"
"YIL169C"	6678	"1749"
"YIL166C"	7765	"642"
"YIL165C"	3056	"811"
"YIL164C"	1463	"1049"
"YIL163C"	1058	"851"
"YIL162W"	12217	"3010"
"YIL161W"	2784	"2364"
"YIL160C"	6505	"334"
"YIL159W"	27549	"10183"
"YIL158W"	3467	"2458"
"YIL157C"	3639	"956"
"YIL156W-B"	2242	"30"
"YIL156W"	12364	"2473"
"YIL155C"	7478	"279"
"YIL154C"	3187	"1440"
"YIL153W"	8613	"2286"
"YIL152W"	3501	"259"
"YIL151C"	13674	"2756"
"YIL150C"	6329	"2052"
"YIL149C"	35705	"15004"
"YIL148W"	7249	"1"
"YIL147C"	31786	"12661"
"YIL146C"	8972	"935"
"YIL145C"	4738	"363"
"YIL144W"	12843	"2803"
"YIL143C"	12979	"1941"
"YIL142W"	6570	"408"
"YIL140W"	13070	"3385"
"YIL139C"	3064	"1855"
"YIL138C"	920	"281"
"YIL137C"	22339	"5355"
"YIL136W"	5046	"663"
"YIL135C"	4055	"2082"
"YIL134C-A"	248	"204"
"YIL134W"	5197	"1649"
"YIL133C"	1990	"95"
"YIL132C"	4669	"2467"
"YIL131C"	13499	"2758"
"YIL130W"	14076	"5136"
"YIL129C"	15050	"4652"
"YIL128W"	11166	"5267"
"YIL127C"	3560	"2170"
"YIL126W"	9047	"4562"
"YIL125W"	4985	"1366"
"YIL124W"	2729	"785"
"YIL123W"	1091	"301"
"YIL122W"	8177	"2406"
"YIL121W"	10145	"2296"
"YIL120W"	15158	"5778"
"YIL119C"	7331	"4263"
"YIL118W"	309	"42"
"YIL117C"	6390	"3917"
"YIL116W"	3636	"656"
"YIL115C"	12850	"6571"
"YIL114C"	3908	"2731"
"YIL113W"	2238	"1271"
"YIL112W"	12820	"7484"
"YIL111W"	2968	"616"
"YIL110W"	2346	"1598"
"YIL109C"	5656	"443"
"YIL108W"	3187	"345"
"YIL107C"	6247	"3608"
"YIL106W"	2052	"99"
"YIL105C"	5017	"1470"
"YIL105W-A"	0	"NA"
"YIL104C"	3305	"1200"
"YIL103W"	3279	"1443"
"YIL102C-A"	92	"39"
"YIL102C"	1942	"1574"
"YIL101C"	8793	"5171"
"YIL099W"	4296	"2527"
