"geneNames"	"gene_soruce"	"SNP_NUM"	"nsSNP"
"YDL243C"	"new metabolic gene"	3365	"601"
"YDL244W"	"new metabolic gene"	42	"23"
"YDL246C"	"new metabolic gene"	0	"NA"
"YDR009W"	"new metabolic gene"	4493	"1489"
"YDR020C"	"new metabolic gene"	769	"95"
"YDR036C"	"new metabolic gene"	662	"260"
"YDR038C"	"new metabolic gene"	203	"117"
"YDR039C"	"new metabolic gene"	0	"NA"
"YDR040C"	"new metabolic gene"	875	"621"
"YDR045C"	"new metabolic gene"	92	"16"
"YDR051C"	"new metabolic gene"	2117	"68"
"YDR093W"	"new metabolic gene"	9199	"1968"
"YDR105C"	"new metabolic gene"	2094	"83"
"YDR111C"	"new metabolic gene"	4082	"1275"
"YDR121W"	"new metabolic gene"	2057	"1340"
"YDR156W"	"new metabolic gene"	651	"163"
"YDR231C"	"new metabolic gene"	3120	"1952"
"YDR242W"	"new metabolic gene"	4064	"1670"
"YDR248C"	"new metabolic gene"	706	"102"
"YDR270W"	"new metabolic gene"	7236	"3523"
"YDR307W"	"new metabolic gene"	6002	"4069"
"YDR352W"	"new metabolic gene"	5060	"965"
"YDR371W"	"new metabolic gene"	4133	"1201"
"YDR387C"	"new metabolic gene"	4750	"2628"
"YDR404C"	"new metabolic gene"	367	"11"
"YDR410C"	"new metabolic gene"	1542	"1164"
"YDR419W"	"new metabolic gene"	3777	"1033"
"YDR437W"	"new metabolic gene"	2146	"981"
"YDR440W"	"new metabolic gene"	5616	"2993"
"YDR441C"	"new metabolic gene"	3249	"989"
"YDR452W"	"new metabolic gene"	4025	"2171"
"YDR456W"	"new metabolic gene"	4076	"783"
"YDR516C"	"new metabolic gene"	4795	"1061"
"YDR533C"	"new metabolic gene"	6105	"788"
"YGL006W"	"new metabolic gene"	9709	"4908"
"YGL017W"	"new metabolic gene"	8560	"2746"
"YGL018C"	"new metabolic gene"	3176	"785"
"YGL022W"	"new metabolic gene"	2736	"637"
"YGL027C"	"new metabolic gene"	6460	"2540"
"YGL038C"	"new metabolic gene"	3372	"646"
"YGL047W"	"new metabolic gene"	1569	"1196"
"YGL065C"	"new metabolic gene"	4125	"2292"
"YGL070C"	"new metabolic gene"	1680	"0"
"YGL104C"	"new metabolic gene"	3287	"823"
"YGL156W"	"new metabolic gene"	17712	"4323"
"YGL167C"	"new metabolic gene"	10128	"3966"
"YGL169W"	"new metabolic gene"	7983	"3704"
"YGL196W"	"new metabolic gene"	8981	"2520"
"YGL226C-A"	"new metabolic gene"	3158	"1032"
"YGL257C"	"new metabolic gene"	23319	"8608"
"YGR012W"	"new metabolic gene"	3672	"1365"
"YGR036C"	"new metabolic gene"	2084	"136"
"YGR043C"	"new metabolic gene"	1753	"335"
"YGR046W"	"new metabolic gene"	3428	"1606"
"YGR062C"	"new metabolic gene"	1490	"691"
"YGR144W"	"new metabolic gene"	3720	"562"
"YGR154C"	"new metabolic gene"	5648	"1779"
"YGR199W"	"new metabolic gene"	12306	"2080"
"YGR216C"	"new metabolic gene"	2707	"637"
"YGR227W"	"new metabolic gene"	8874	"2098"
"YGR234W"	"new metabolic gene"	4364	"2493"
"YHR001W-A"	"new metabolic gene"	1251	"7"
"YJL002C"	"new metabolic gene"	3635	"1830"
"YJL003W"	"new metabolic gene"	176	"14"
"YJL011C"	"new metabolic gene"	332	"278"
"YJL046W"	"new metabolic gene"	4510	"1605"
"YJL062W"	"new metabolic gene"	5435	"1705"
"YJL126W"	"new metabolic gene"	3610	"2622"
"YJL140W"	"new metabolic gene"	2447	"87"
"YJL148W"	"new metabolic gene"	3617	"1076"
"YJL168C"	"new metabolic gene"	6055	"1901"
"YJL180C"	"new metabolic gene"	4493	"893"
"YJL200C"	"new metabolic gene"	10917	"3039"
"YJR006W"	"new metabolic gene"	6306	"2848"
"YJR040W"	"new metabolic gene"	7911	"3734"
"YJR043C"	"new metabolic gene"	8190	"4877"
"YJR051W"	"new metabolic gene"	1937	"338"
"YJR063W"	"new metabolic gene"	523	"13"
"YJR069C"	"new metabolic gene"	1108	"90"
"YJR104C"	"new metabolic gene"	2932	"6"
"YJR117W"	"new metabolic gene"	2771	"1368"
"YJR131W"	"new metabolic gene"	3768	"1011"
"YJR149W"	"new metabolic gene"	4662	"2755"
"YJR155W"	"new metabolic gene"	2345	"349"
"YJR156C"	"new metabolic gene"	1	"1"
"YLL001W"	"new metabolic gene"	2170	"176"
"YLL051C"	"new metabolic gene"	5659	"1945"
"YLL058W"	"new metabolic gene"	15451	"9225"
"YLL060C"	"new metabolic gene"	5888	"2262"
"YLR047C"	"new metabolic gene"	6872	"2440"
"YLR057W"	"new metabolic gene"	15585	"7885"
"YLR099C"	"new metabolic gene"	5152	"834"
"YLR143W"	"new metabolic gene"	3850	"2407"
"YLR151C"	"new metabolic gene"	1006	"545"
"YLR164W"	"new metabolic gene"	1784	"108"
"YLR214W"	"new metabolic gene"	4863	"1740"
"YLR239C"	"new metabolic gene"	2588	"562"
"YLR244C"	"new metabolic gene"	414	"84"
"YLR286C"	"new metabolic gene"	13856	"4677"
"YLR345W"	"new metabolic gene"	10953	"1289"
"YLR351C"	"new metabolic gene"	5209	"875"
"YLR369W"	"new metabolic gene"	6800	"2979"
"YLR393W"	"new metabolic gene"	1065	"816"
"YLR446W"	"new metabolic gene"	10549	"4214"
"YML019W"	"new metabolic gene"	5435	"1597"
"YML082W"	"new metabolic gene"	7826	"992"
"YML125C"	"new metabolic gene"	396	"89"
"YMR084W"	"new metabolic gene"	3871	"1958"
"YMR087W"	"new metabolic gene"	6937	"1694"
"YMR099C"	"new metabolic gene"	989	"132"
"YMR110C"	"new metabolic gene"	8899	"528"
"YMR149W"	"new metabolic gene"	3653	"3099"
"YMR162C"	"new metabolic gene"	12394	"1973"
"YMR210W"	"new metabolic gene"	3113	"509"
"YMR243C"	"new metabolic gene"	4494	"881"
"YMR251W"	"new metabolic gene"	3947	"2162"
"YMR274C"	"new metabolic gene"	2073	"1017"
"YMR301C"	"new metabolic gene"	7565	"1629"
"YMR306W"	"new metabolic gene"	12475	"2384"
"YMR322C"	"new metabolic gene"	2	"0"
"YMR323W"	"new metabolic gene"	4	"4"
"YNL036W"	"new metabolic gene"	3490	"510"
"YNL038W"	"new metabolic gene"	1425	"587"
"YNL048W"	"new metabolic gene"	3434	"1299"
"YNL092W"	"new metabolic gene"	1981	"1238"
"YNL094W"	"new metabolic gene"	3429	"880"
"YNL102W"	"new metabolic gene"	11992	"5452"
"YNL113W"	"new metabolic gene"	809	"53"
"YNL151C"	"new metabolic gene"	1764	"267"
"YNL191W"	"new metabolic gene"	2784	"220"
"YNL219C"	"new metabolic gene"	2573	"1406"
"YNL229C"	"new metabolic gene"	700	"153"
"YNL248C"	"new metabolic gene"	4053	"365"
"YNL262W"	"new metabolic gene"	18706	"4589"
"YNL274C"	"new metabolic gene"	3457	"919"
"YNL275W"	"new metabolic gene"	6029	"2549"
"YNL315C"	"new metabolic gene"	4905	"1861"
"YNL331C"	"new metabolic gene"	8389	"2221"
"YNL332W"	"new metabolic gene"	1	"0"
"YNL333W"	"new metabolic gene"	0	"NA"
"YNL334C"	"new metabolic gene"	0	"NA"
"YNL335W"	"new metabolic gene"	0	"NA"
"YNR003C"	"new metabolic gene"	397	"143"
"YNR027W"	"new metabolic gene"	3155	"675"
"YNR030W"	"new metabolic gene"	8097	"2058"
"YNR060W"	"new metabolic gene"	4932	"1949"
"YNR073C"	"new metabolic gene"	240	"61"
"YOL005C"	"new metabolic gene"	412	"64"
"YOL075C"	"new metabolic gene"	4636	"1259"
"YOL092W"	"new metabolic gene"	3739	"1862"
"YOL152W"	"new metabolic gene"	11197	"6828"
"YOL157C"	"new metabolic gene"	319	"168"
"YOL165C"	"new metabolic gene"	82	"62"
"YOR002W"	"new metabolic gene"	3884	"1791"
"YOR067C"	"new metabolic gene"	5903	"518"
"YOR085W"	"new metabolic gene"	2256	"313"
"YOR103C"	"new metabolic gene"	4270	"1453"
"YOR116C"	"new metabolic gene"	11907	"1796"
"YOR149C"	"new metabolic gene"	11041	"4696"
"YOR151C"	"new metabolic gene"	11093	"106"
"YOR161C"	"new metabolic gene"	4726	"455"
"YOR196C"	"new metabolic gene"	3098	"526"
"YOR207C"	"new metabolic gene"	7205	"344"
"YOR210W"	"new metabolic gene"	110	"1"
"YOR224C"	"new metabolic gene"	100	"20"
"YOR226C"	"new metabolic gene"	917	"206"
"YOR251C"	"new metabolic gene"	2615	"833"
"YOR283W"	"new metabolic gene"	1645	"207"
"YOR285W"	"new metabolic gene"	1693	"105"
"YOR286W"	"new metabolic gene"	1038	"47"
"YOR316C"	"new metabolic gene"	2831	"1463"
"YOR330C"	"new metabolic gene"	11538	"4483"
"YOR334W"	"new metabolic gene"	6013	"1381"
"YOR340C"	"new metabolic gene"	3567	"1181"
"YOR341W"	"new metabolic gene"	7512	"739"
"YOR356W"	"new metabolic gene"	5030	"1566"
"YOR381W"	"new metabolic gene"	8866	"4196"
"YOR384W"	"new metabolic gene"	5723	"2088"
"YOR391C"	"new metabolic gene"	72	"35"
"YOR393W"	"new metabolic gene"	0	"NA"
"YPL006W"	"new metabolic gene"	7953	"1595"
"YPL060W"	"new metabolic gene"	5329	"1525"
"YPL076W"	"new metabolic gene"	1539	"320"
"YPL088W"	"new metabolic gene"	6709	"3627"
"YPL132W"	"new metabolic gene"	1157	"148"
"YPL135W"	"new metabolic gene"	973	"363"
"YPL167C"	"new metabolic gene"	20670	"7282"
"YPL171C"	"new metabolic gene"	4777	"1486"
"YPL175W"	"new metabolic gene"	2125	"621"
"YPL227C"	"new metabolic gene"	4250	"1334"
"YPL280W"	"new metabolic gene"	0	"NA"
"YPL281C"	"new metabolic gene"	0	"NA"
"YPR003C"	"new metabolic gene"	4292	"1885"
"YPR010C"	"new metabolic gene"	12114	"803"
"YPR110C"	"new metabolic gene"	3391	"312"
"YPR127W"	"new metabolic gene"	4211	"1811"
"YPR139C"	"new metabolic gene"	3817	"240"
"YPR175W"	"new metabolic gene"	7536	"3944"
"YPR187W"	"new metabolic gene"	715	"72"
"YPR190C"	"new metabolic gene"	6343	"836"
"YLL018C-A"	"new metabolic gene"	1635	"95"
"YOL077W-A"	"new metabolic gene"	664	"156"
"YPL096C-A"	"new metabolic gene"	350	"39"
"YCL005W-A"	"new metabolic gene"	950	"5"
"YIL168W"	"new metabolic gene"	0	"NA"
"YIL167W"	"new metabolic gene"	0	"NA"
