gene	domain_start	domain_end	domain_name	domain_decription	type	e_value	pdb_id
YLR043C	6	101	PF00085	Thioredoxin	Domain	6.70E-30	3f3q
YBR097W	43	293	PF00069	Pkinase	Domain	1.70E-21	5kc2
YBR097W	43	293	PF00069	Pkinase	Domain	1.70E-21	5dfz
YOR207C	684	1056	PF00562	RNA_pol_Rpb2_6	Domain	1.70E-121	6eu2.1.B
YOR207C	684	1056	PF00562	RNA_pol_Rpb2_6	Domain	1.70E-121	6eu1
YOR207C	1058	1142	PF04560	RNA_pol_Rpb2_7	Domain	2.70E-30	6eu2.1.B
YOR207C	1058	1142	PF04560	RNA_pol_Rpb2_7	Domain	2.70E-30	6eu1
YOR207C	202	378	PF04561	RNA_pol_Rpb2_2	Domain	4.80E-40	6eu2.1.B
YOR207C	202	378	PF04561	RNA_pol_Rpb2_2	Domain	4.80E-40	6eu1
YOR207C	56	431	PF04563	RNA_pol_Rpb2_1	Family	1.20E-59	6eu2.1.B
YOR207C	56	431	PF04563	RNA_pol_Rpb2_1	Family	1.20E-59	6eu1
YOR207C	457	520	PF04565	RNA_pol_Rpb2_3	Domain	6.50E-15	6eu2.1.B
YOR207C	457	520	PF04565	RNA_pol_Rpb2_3	Domain	6.50E-15	6eu1
YOR207C	555	615	PF04566	RNA_pol_Rpb2_4	Domain	1.40E-21	6eu2.1.B
YOR207C	555	615	PF04566	RNA_pol_Rpb2_4	Domain	1.40E-21	6eu1
YOR207C	637	677	PF04567	RNA_pol_Rpb2_5	Domain	7.30E-07	6eu2.1.B
YOR207C	637	677	PF04567	RNA_pol_Rpb2_5	Domain	7.30E-07	6eu1
YGR183C	5	55	PF05365	UCR_UQCRX_QCR9	Family	1.10E-23	2ibz
YGR183C	5	55	PF05365	UCR_UQCRX_QCR9	Family	1.10E-23	3cx5.1.I
YGR183C	5	55	PF05365	UCR_UQCRX_QCR9	Family	1.10E-23	1ezv
YGR183C	5	55	PF05365	UCR_UQCRX_QCR9	Family	1.10E-23	3cxh
YGR183C	5	55	PF05365	UCR_UQCRX_QCR9	Family	1.10E-23	1kyo
YGL248W	42	364	PF02112	PDEase_II	Family	2.80E-130	4ojv
YGR171C	17	403	PF09334	tRNA-synt_1g	Family	1.00E-87	4mw5.1.A
YGR171C	17	403	PF09334	tRNA-synt_1g	Family	1.00E-87	5nfh.2.A
YLR240W	685	821	PF00454	PI3_PI4_kinase	Family	2.20E-30	5kc2
YLR240W	685	821	PF00454	PI3_PI4_kinase	Family	2.20E-30	5dfz.1.B
YLR240W	619	686	PF00454	PI3_PI4_kinase	Family	6.30E-13	5kc2
YLR240W	619	686	PF00454	PI3_PI4_kinase	Family	6.30E-13	5dfz.1.B
YLR240W	295	534	PF00613	PI3Ka	Family	1.20E-75	5kc2
YLR240W	295	534	PF00613	PI3Ka	Family	1.20E-75	5dfz.1.B
YLR240W	53	184	PF00792	PI3K_C2	Domain	1.20E-28	5kc2
YLR240W	53	184	PF00792	PI3K_C2	Domain	1.20E-28	5dfz.1.B
YDR242W	79	539	PF01425	Amidase	Family	1.10E-105	3qkv.1.A
YDR242W	79	539	PF01425	Amidase	Family	1.10E-105	2wj1.1.A
YOL058W	7	407	PF00764	Arginosuc_synth	Family	3.20E-166	2nz2.1.A
YGR209C	7	101	PF00085	Thioredoxin	Domain	4.90E-29	4dss
YGL156W	290	559	PF01074	Glyco_hydro_38	Domain	6.90E-82	5jm0
YGL156W	698	1080	PF07748	Glyco_hydro_38C	Domain	2.00E-74	NA
YGL156W	565	639	PF09261	Alpha-mann_mid	Domain	6.10E-23	5jm0
YNL229C	223	345	PF00043	GST_C	Domain	7.10E-24	1hqo
YNL229C	223	345	PF00043	GST_C	Domain	7.10E-24	1k0d.2.B
YNL229C	223	345	PF00043	GST_C	Domain	7.10E-24	1g6w
YNL229C	223	345	PF00043	GST_C	Domain	7.10E-24	1k0c
YNL229C	113	189	PF02798	GST_N	Domain	6.60E-17	1hqo
YNL229C	113	189	PF02798	GST_N	Domain	6.60E-17	1k0d.2.B
YNL229C	113	189	PF02798	GST_N	Domain	6.60E-17	1g6w
YNL229C	113	189	PF02798	GST_N	Domain	6.60E-17	1k0c
YPR074C	7	339	PF00456	Transketolase_N	Domain	5.10E-162	1tka
YPR074C	7	339	PF00456	Transketolase_N	Domain	5.10E-162	1ay0
YPR074C	355	532	PF02779	Transket_pyr	Domain	9.70E-44	1tka
YPR074C	355	532	PF02779	Transket_pyr	Domain	9.70E-44	1ay0
YPR074C	546	656	PF02780	Transketolase_C	Domain	7.30E-14	1tka
YPR074C	546	656	PF02780	Transketolase_C	Domain	7.30E-14	1ay0
YFR015C	12	682	PF05693	Glycogen_syn	Family	0	NA
YKR053C	114	236	PF01569	PAP2	Family	1.50E-13	NA
YLR027C	31	405	PF00155	Aminotran_1_2	Domain	1.60E-77	1yaa
YMR011W	59	519	PF00083	Sugar_tr	Family	2.70E-169	NA
YJR077C	19	104	PF00153	Mito_carr	Family	7.40E-15	1okc.1.A
YJR077C	119	199	PF00153	Mito_carr	Family	9.30E-11	1okc.1.A
YJR077C	213	298	PF00153	Mito_carr	Family	3.90E-06	NA
YLR300W	104	269	PF00150	Cellulase	Domain	4.60E-09	1h4p
YMR281W	59	185	PF02585	PIG-L	Family	1.00E-14	5bmo.1.A
YLL043W	245	527	PF00230	MIP	Family	4.90E-82	NA
YHR026W	62	120	PF00137	ATP-synt_C	Family	8.20E-14	5voy
YHR026W	62	120	PF00137	ATP-synt_C	Family	8.20E-14	3j9t.1.X
YHR026W	147	205	PF00137	ATP-synt_C	Family	0.0001	5voy
YHR026W	147	205	PF00137	ATP-synt_C	Family	0.0001	3j9t.1.X
YBR092C	65	399	PF00328	His_Phos_2	Family	2.20E-42	2gfi.1.A
YBR092C	65	399	PF00328	His_Phos_2	Family	2.20E-42	2gfi.1.A
YPR175W	400	650	PF04042	DNA_pol_E_B	Family	2.60E-60	5vbn.1.A
YMR220W	149	216	PF00288	GHMP_kinases_N	Family	5.50E-13	NA
YMR220W	359	415	PF08544	GHMP_kinases_C	Family	0.058	NA
YMR296C	145	545	PF00155	Aminotran_1_2	Domain	3.50E-88	4bmk.1.A
YML008C	124	222	PF08241	Methyltransf_11	Domain	3.90E-16	5gm1.1.A
YML008C	124	222	PF08241	Methyltransf_11	Domain	3.90E-16	3ccf.2.A
YML008C	124	222	PF08241	Methyltransf_11	Domain	3.90E-16	2o57.1.A
YML008C	305	369	PF08498	Sterol_MT_C	Family	2.40E-24	3ccf.2.A
YML123C	71	557	PF00083	Sugar_tr	Family	1.70E-47	NA
YCR036W	3	324	PF00294	PfkB	Family	8.60E-45	5bye.1.A
YIR029W	31	182	PF03561	Allantoicase	Family	1.90E-43	1sg3
YIR029W	204	342	PF03561	Allantoicase	Family	1.70E-40	1sg3
YGL012W	34	473	PF01222	ERG4_ERG24	Family	1.20E-193	NA
YCR024C	142	484	PF00152	tRNA-synt_2	Domain	1.90E-77	1x54.1.A
YCR024C	142	484	PF00152	tRNA-synt_2	Domain	1.90E-77	4o2d.1.A
YCR024C	142	484	PF00152	tRNA-synt_2	Domain	1.90E-77	3m4p.1.A
YCR024C	35	109	PF01336	tRNA_anti-codon	Domain	8.50E-06	1x54.1.A
YCR024C	35	109	PF01336	tRNA_anti-codon	Domain	8.50E-06	4o2d.1.A
YCR024C	35	109	PF01336	tRNA_anti-codon	Domain	8.50E-06	3m4p.1.A
YCR098C	45	466	PF00083	Sugar_tr	Family	1.10E-79	NA
YCR034W	66	305	PF01151	ELO	Family	2.00E-57	NA
YCR037C	1	334	PF03105	SPX	Domain	3.70E-50	NA
YCR037C	495	713	PF03600	CitMHS	Family	1.80E-12	NA
YCR011C	406	558	PF00005	ABC_tran	Domain	4.40E-26	6bhu.1.A
YCR011C	406	558	PF00005	ABC_tran	Domain	4.40E-26	6ffc.1.A
YCR011C	775	986	PF01061	ABC2_membrane	Family	2.80E-35	6ffc.1.A
YCR083W	31	125	PF00085	Thioredoxin	Domain	1.60E-26	2oe0
YCL035C	19	85	PF00462	Glutaredoxin	Domain	1.00E-11	3c1r.1.A
YCL035C	19	85	PF00462	Glutaredoxin	Domain	1.00E-11	3c1s
YCL017C	100	462	PF00266	Aminotran_5	Domain	2.40E-101	1p3w.1.A
YCL025C	124	589	PF00324	AA_permease	Family	4.20E-128	NA
YCR105W	191	316	PF00107	ADH_zinc_N	Family	3.70E-15	1q1n.1.A
YCR105W	34	149	PF08240	ADH_N	Domain	3.00E-23	1q1n.1.A
YCL064C	4	317	PF00291	PALP	Family	1.10E-60	1tdj.1.A
YCL064C	4	317	PF00291	PALP	Family	1.10E-60	1pwh.2.A
YDL150W	302	422	PF05132	RNA_pol_Rpc4	Family	7.70E-21	5fj9.1.N
YDL150W	302	422	PF05132	RNA_pol_Rpc4	Family	7.70E-21	6eu1
YEL027W	91	150	PF00137	ATP-synt_C	Family	9.40E-19	5vox.1.Y
YEL027W	91	150	PF00137	ATP-synt_C	Family	9.40E-19	3j9v
YEL027W	91	150	PF00137	ATP-synt_C	Family	9.40E-19	5tj5
YEL027W	15	73	PF00137	ATP-synt_C	Family	1.50E-08	5vox.1.Y
YEL027W	15	73	PF00137	ATP-synt_C	Family	1.50E-08	3j9v
YEL027W	15	73	PF00137	ATP-synt_C	Family	1.50E-08	5tj5
YCL038C	22	514	PF11700	ATG22	Family	7.30E-151	NA
YCL047C	33	228	PF01467	CTP_transf_like	Domain	0.01	4wso.1.A
YCL004W	419	457	PF00614	PLDc	Family	0.0012	3hsi.1.A
YCL052C	227	403	PF08320	PIG-X	Domain	1.50E-25	NA
YCL069W	3	191	PF07690	MFS_1	Family	8.90E-16	NA
YCL009C	78	142	PF01842	ACT	Domain	4.70E-10	2pc6.1.B
YCL009C	220	280	PF10369	ALS_ss_C	Family	5.60E-12	2pc6.1.B
YCR107W	29	337	PF00248	Aldo_ket_red	Domain	3.30E-56	1lqa.1.A
YCR010C	71	276	PF01184	Grp1_Fun34_YaaH	Family	1.10E-92	NA
YCR014C	188	253	PF14716	HHH_8	Domain	1.50E-10	4iqt.1.A
YCR014C	188	253	PF14716	HHH_8	Domain	1.50E-10	4qzb.1.A
YCR014C	516	574	PF14791	DNA_pol_B_thumb	Family	4.40E-13	4iqt.1.A
YCR014C	516	574	PF14791	DNA_pol_B_thumb	Family	4.40E-13	4qzb.1.A
YCR014C	326	406	PF14792	DNA_pol_B_palm	Domain	4.20E-09	4iqt.1.A
YCR014C	326	406	PF14792	DNA_pol_B_palm	Domain	4.20E-09	4qzb.1.A
YCR028C	42	414	PF07690	MFS_1	Family	3.70E-18	NA
YCR048W	202	609	PF03062	MBOAT	Family	3.00E-99	NA
YCR068W	283	342	PF01764	Lipase_3	Family	5.00E-06	3tgl.1.A
YGR087C	201	320	PF00205	TPP_enzyme_M	Domain	1.40E-31	2w93.1.B
YGR087C	407	509	PF02775	TPP_enzyme_C	Domain	1.30E-10	2w93.1.B
YGR087C	5	176	PF02776	TPP_enzyme_N	Domain	1.40E-26	2w93.1.B
YER170W	19	208	PF00406	ADK	Domain	1.50E-40	2ak3.2.A
YER170W	145	180	PF05191	ADK_lid	Domain	2.90E-09	2ak3.2.A
YPL160W	192	769	PF00133	tRNA-synt_1	Family	8.60E-31	NA
YPL160W	52	116	PF00133	tRNA-synt_1	Family	0.014	1wz2.1.B
YPL160W	809	932	PF08264	Anticodon_1	Domain	2.20E-09	NA
YJL139C	68	374	PF01793	Glyco_transf_15	Family	4.40E-103	NA
YLR258W	12	683	PF05693	Glycogen_syn	Family	0	4kq2
YLR258W	12	683	PF05693	Glycogen_syn	Family	0	5uw4
YNR013C	439	885	PF00939	Na_sulph_symp	Family	1.80E-21	NA
YNR013C	70	257	PF03105	SPX	Domain	1.50E-22	5ijh.1.A
YNR013C	1	41	PF03105	SPX	Domain	1.60E-10	NA
YNR012W	58	247	PF00485	PRK	Domain	2.40E-67	1ufq.1.B
YNR012W	291	474	PF14681	UPRTase	Domain	1.40E-31	1jlr.1.B
YAR015W	15	279	PF01259	SAICAR_synt	Family	3.60E-100	1obd
YOL096C	107	271	PF13489	Methyltransf_23	Domain	1.70E-18	NA
YGL119W	176	291	PF03109	ABC1	Family	2.00E-33	5yjz.1.A
YGL119W	176	291	PF03109	ABC1	Family	2.00E-33	3qam.1.A
YGL119W	176	291	PF03109	ABC1	Family	2.00E-33	4ped.1.A
YIL160C	36	289	PF00108	Thiolase_N	Domain	3.70E-81	1pxt
YIL160C	36	289	PF00108	Thiolase_N	Domain	3.70E-81	1afw
YIL160C	298	414	PF02803	Thiolase_C	Domain	7.40E-47	1pxt
YIL160C	298	414	PF02803	Thiolase_C	Domain	7.40E-47	1afw
YDR483W	80	389	PF01793	Glyco_transf_15	Family	9.60E-133	NA
YOR099W	58	341	PF01793	Glyco_transf_15	Family	2.80E-126	1s4p.1.A
YGL070C	74	111	PF01096	TFIIS_C	Domain	2.20E-11	2vum
YGL070C	74	111	PF01096	TFIIS_C	Domain	2.20E-11	5ip9
YGL070C	74	111	PF01096	TFIIS_C	Domain	2.20E-11	5c44
YGL070C	4	40	PF02150	RNA_POL_M_15KD	Domain	2.10E-14	2vum
YGL070C	4	40	PF02150	RNA_POL_M_15KD	Domain	2.10E-14	5ip9
YGL070C	4	40	PF02150	RNA_POL_M_15KD	Domain	2.10E-14	5c44
YGL070C	4	40	PF02150	RNA_POL_M_15KD	Domain	2.10E-14	3qt1
YNL113W	61	133	PF13656	RNA_pol_L_2	Domain	1.60E-29	5fja.1.K
YNL113W	61	133	PF13656	RNA_pol_L_2	Domain	1.60E-29	6eu3
YMR267W	78	264	PF00719	Pyrophosphatase	Domain	2.60E-50	1wgi.1.A
YER065C	22	550	PF00463	ICL	Domain	0	NA
YOR136W	38	365	PF00180	Iso_dh	Domain	1.20E-102	3blv
YOR136W	38	365	PF00180	Iso_dh	Domain	1.20E-102	4aj3.1.A
YOR136W	38	365	PF00180	Iso_dh	Domain	1.20E-102	3blx.1.B
YKL216W	5	296	PF01180	DHO_dh	Domain	2.50E-96	1dor.1.A
YKL215C	242	535	PF01968	Hydantoinase_A	Family	7.70E-99	5l9w.2.A
YKL215C	747	1283	PF02538	Hydantoinase_B	Family	1.20E-197	5svc.1.A
YKL215C	7	223	PF05378	Hydant_A_N	Family	4.90E-56	5l9w.2.A
YBL039C	315	554	PF00117	GATase	Domain	1.80E-54	5u03.1.A
YBL039C	315	554	PF00117	GATase	Domain	1.80E-54	1vco.1.A
YBL039C	2	270	PF06418	CTP_synth_N	Domain	1.00E-122	5u03.1.A
YBL039C	2	270	PF06418	CTP_synth_N	Domain	1.00E-122	1vco.1.A
YBL039C	2	270	PF06418	CTP_synth_N	Domain	1.00E-122	3ihl.1.B
YKL094W	38	287	PF12146	Hydrolase_4	Family	1.50E-45	4zxf.1.A
YKL094W	38	287	PF12146	Hydrolase_4	Family	1.50E-45	4zxf
YKL094W	38	287	PF12146	Hydrolase_4	Family	1.50E-45	4zwn
YKL008C	173	377	PF03798	TRAM_LAG1_CLN8	Domain	4.10E-33	NA
YKL008C	110	167	PF08390	TRAM1	Family	9.00E-20	NA
YGL148W	8	363	PF01264	Chorismate_synt	Family	1.90E-137	1qxo.1.B
YGL148W	8	363	PF01264	Chorismate_synt	Family	1.90E-137	1r52.1.A
YGL148W	8	363	PF01264	Chorismate_synt	Family	1.90E-137	1r53
YDL205C	6	222	PF01379	Porphobil_deam	Domain	8.60E-67	5m6r.1.A
YDL205C	235	310	PF03900	Porphobil_deamC	Domain	2.10E-19	5m6r.1.A
YDR036C	48	391	PF16113	ECH_2	Domain	5.00E-89	5mrc.73.A
YNL037C	30	353	PF00180	Iso_dh	Domain	1.30E-71	1idd.1.A
YNL037C	30	353	PF00180	Iso_dh	Domain	1.30E-71	3mas.1.B
YNL037C	30	353	PF00180	Iso_dh	Domain	1.30E-71	3blv
YLR286C	29	336	PF00704	Glyco_hydro_18	Domain	4.40E-23	NA
YLR286C	501	540	PF03427	CBM_19	Domain	9.70E-05	NA
YBR023C	629	1151	PF03142	Chitin_synth_2	Family	1.10E-292	NA
YKR002W	81	154	PF01909	NTP_transf_2	Family	6.20E-11	1fa0
YKR002W	81	154	PF01909	NTP_transf_2	Family	6.20E-11	2o1p
YKR002W	81	154	PF01909	NTP_transf_2	Family	6.20E-11	2q66
YKR002W	81	154	PF01909	NTP_transf_2	Family	6.20E-11	3c66
YKR002W	81	154	PF01909	NTP_transf_2	Family	6.20E-11	2hhp
YKR002W	81	154	PF01909	NTP_transf_2	Family	6.20E-11	2o1p.1.A
YKR002W	353	531	PF04926	PAP_RNA-bind	Domain	3.50E-48	1fa0
YKR002W	353	531	PF04926	PAP_RNA-bind	Domain	3.50E-48	2o1p
YKR002W	353	531	PF04926	PAP_RNA-bind	Domain	3.50E-48	2o1p.1.A
YKR002W	8	351	PF04928	PAP_central	Domain	4.60E-105	1fa0
YKR002W	8	351	PF04928	PAP_central	Domain	4.60E-105	2o1p
YKR002W	8	351	PF04928	PAP_central	Domain	4.60E-105	2q66
YKR002W	8	351	PF04928	PAP_central	Domain	4.60E-105	3c66
YKR002W	8	351	PF04928	PAP_central	Domain	4.60E-105	2hhp
YKR002W	8	351	PF04928	PAP_central	Domain	4.60E-105	2o1p.1.A
YDR353W	157	229	PF00070	Pyr_redox	Domain	1.30E-13	4a5l.1.A
YDR353W	157	229	PF00070	Pyr_redox	Domain	1.30E-13	3itj
YDR353W	157	229	PF00070	Pyr_redox	Domain	1.30E-13	3itj.1.A
YKL019W	93	119	PF01239	PPTA	Repeat	0.00021	4yde.1.A
YKL019W	129	153	PF01239	PPTA	Repeat	0.00024	4yde.1.A
YKL019W	52	78	PF01239	PPTA	Repeat	0.0014	4yde.1.A
YKL019W	163	186	PF01239	PPTA	Repeat	0.015	4yde.1.A
YHR190W	49	325	PF00494	SQS_PSY	Domain	3.20E-36	3v66.1.A
YER003C	5	391	PF01238	PMI_typeI	Family	8.30E-167	5nw7.1.A
YMR271C	51	169	PF00156	Pribosyltran	Domain	7.40E-13	2ps1.1.A
YDR497C	90	545	PF00083	Sugar_tr	Family	2.20E-132	NA
YOL103W	113	568	PF00083	Sugar_tr	Family	3.40E-137	NA
YOR317W	96	560	PF00501	AMP-binding	Family	6.20E-86	5msc.1.A
YOR317W	96	560	PF00501	AMP-binding	Family	6.20E-86	5mss.1.A
YGL142C	16	484	PF03901	Glyco_transf_22	Family	4.10E-142	NA
YKL016C	6	146	PF05873	Mt_ATP-synt_D	Family	2.10E-15	6cp7
YKL016C	6	146	PF05873	Mt_ATP-synt_D	Family	2.10E-15	6cp3.1.V
YNL117W	20	542	PF01274	Malate_synthase	Family	1.40E-227	NA
YFL001W	239	346	PF01416	PseudoU_synth_1	Domain	1.80E-24	NA
YJR139C	151	353	PF00742	Homoserine_dh	Domain	2.70E-49	1ebu
YJR139C	151	353	PF00742	Homoserine_dh	Domain	2.70E-49	1ebf.1.B
YJR139C	151	353	PF00742	Homoserine_dh	Domain	2.70E-49	1q7g
YJR139C	12	142	PF03447	NAD_binding_3	Domain	5.40E-27	1ebu
YJR139C	12	142	PF03447	NAD_binding_3	Domain	5.40E-27	1ebf.1.B
YJR139C	12	142	PF03447	NAD_binding_3	Domain	5.40E-27	1q7g
YAL012W	10	390	PF01053	Cys_Met_Meta_PP	Domain	2.00E-141	1n8p
YAL022C	180	510	PF01733	Nucleoside_tran	Family	8.50E-103	NA
YAL023C	69	312	PF02366	PMT	Family	3.90E-96	NA
YAL023C	360	520	PF02815	MIR	Domain	5.60E-21	3mal.1.A
YAL023C	548	751	PF16192	PMT_4TMC	Family	9.20E-60	NA
YKL080W	11	386	PF03223	V-ATPase_C	Family	6.70E-117	3j9v
YKL080W	11	386	PF03223	V-ATPase_C	Family	6.70E-117	5voz.1.O
YDR074W	62	540	PF00982	Glyco_transf_20	Family	1.40E-157	5dxf.2.A
YDR074W	575	820	PF02358	Trehalose_PPase	Family	8.70E-85	5dxi.1.A
YGL038C	114	206	PF04488	Gly_transf_sug	Family	9.60E-16	NA
YNL073W	214	568	PF00152	tRNA-synt_2	Domain	2.40E-57	6chd.1.A
YNL073W	102	192	PF01336	tRNA_anti-codon	Domain	8.10E-07	4ex5.1.A
YNL073W	102	192	PF01336	tRNA_anti-codon	Domain	8.10E-07	6chd.1.A
YOL064C	41	352	PF00459	Inositol_P	Family	1.90E-62	1k9y
YOL064C	41	352	PF00459	Inositol_P	Family	1.90E-62	1ka1.1.A
YHL032C	142	393	PF00370	FGGY_N	Domain	1.00E-37	2w41.1.A
YHL032C	142	393	PF00370	FGGY_N	Domain	1.00E-37	2w41.1.A
YHL032C	402	625	PF02782	FGGY_C	Domain	1.40E-69	2w41.1.A
YHL032C	402	625	PF02782	FGGY_C	Domain	1.40E-69	2zf5.1.A
YHL032C	402	625	PF02782	FGGY_C	Domain	1.40E-69	4e1j.1.A
YHL032C	402	625	PF02782	FGGY_C	Domain	1.40E-69	2w41.1.A
YIL155C	69	466	PF01266	DAO	Domain	6.20E-54	2rgo.1.A
YIL155C	488	633	PF16901	DAO_C	Family	7.00E-36	2rgo.1.A
YER023W	5	117	PF03807	F420_oxidored	Family	4.10E-06	4d3d.1.A
YER023W	5	117	PF03807	F420_oxidored	Family	4.10E-06	5bse.1.A
YER023W	177	281	PF14748	P5CR_dimer	Domain	1.50E-29	4d3d.1.A
YER023W	177	281	PF14748	P5CR_dimer	Domain	1.50E-29	5bse.1.A
YDR300C	11	241	PF00696	AA_kinase	Family	1.60E-31	2j5v.1.A
YDR300C	11	241	PF00696	AA_kinase	Family	1.60E-31	4q1t.1.A
YDR300C	322	409	PF01472	PUA	Family	2.80E-20	2j5v.1.A
YDR300C	322	409	PF01472	PUA	Family	2.80E-20	4q1t.1.A
YPR035W	120	256	PF00120	Gln-synt_C	Domain	6.80E-13	3fky.1.A
YPR035W	120	256	PF00120	Gln-synt_C	Domain	6.80E-13	3fky
YPR035W	26	100	PF03951	Gln-synt_N	Domain	1.50E-09	3fky.1.A
YPR035W	26	100	PF03951	Gln-synt_N	Domain	1.50E-09	3fky
YBL015W	12	230	PF02550	AcetylCoA_hydro	Domain	7.10E-76	4eu8.1.A
YBL015W	331	481	PF13336	AcetylCoA_hyd_C	Domain	7.30E-37	4eu8.1.A
YGR144W	49	306	PF01946	Thi4	Family	3.80E-112	4y4l
YGR144W	49	306	PF01946	Thi4	Family	3.80E-112	4y4l.1.A
YBR218C	21	131	PF00289	Biotin_carb_N	Domain	3.10E-35	2qf7.1.A
YBR218C	21	131	PF00289	Biotin_carb_N	Domain	3.10E-35	3tw6.1.B
YBR218C	1102	1169	PF00364	Biotin_lipoyl	Domain	4.40E-16	5ks8.1.D
YBR218C	1102	1169	PF00364	Biotin_lipoyl	Domain	4.40E-16	2qf7.1.A
YBR218C	1102	1169	PF00364	Biotin_lipoyl	Domain	4.40E-16	5ks8.1.C
YBR218C	560	828	PF00682	HMGL-like	Domain	2.80E-25	5ks8.1.D
YBR218C	560	828	PF00682	HMGL-like	Domain	2.80E-25	2qf7.1.A
YBR218C	560	828	PF00682	HMGL-like	Domain	2.80E-25	5ks8.1.C
YBR218C	560	828	PF00682	HMGL-like	Domain	2.80E-25	3tw6.1.B
YBR218C	560	828	PF00682	HMGL-like	Domain	2.80E-25	5vz0.1.A
YBR218C	852	1052	PF02436	PYC_OADA	Domain	1.40E-66	5ks8.1.D
YBR218C	852	1052	PF02436	PYC_OADA	Domain	1.40E-66	2qf7.1.A
YBR218C	852	1052	PF02436	PYC_OADA	Domain	1.40E-66	5ks8.1.C
YBR218C	852	1052	PF02436	PYC_OADA	Domain	1.40E-66	3tw6.1.B
YBR218C	852	1052	PF02436	PYC_OADA	Domain	1.40E-66	5vz0.1.A
YBR218C	360	467	PF02785	Biotin_carb_C	Domain	2.20E-27	2qf7.1.A
YBR218C	360	467	PF02785	Biotin_carb_C	Domain	2.20E-27	3tw6.1.B
YBR218C	360	467	PF02785	Biotin_carb_C	Domain	2.20E-27	5vz0.1.A
YBR218C	136	344	PF02786	CPSase_L_D2	Domain	2.00E-82	2qf7.1.A
YBR218C	136	344	PF02786	CPSase_L_D2	Domain	2.00E-82	3tw6.1.B
YBR218C	136	344	PF02786	CPSase_L_D2	Domain	2.00E-82	5vz0.1.A
YKL120W	127	222	PF00153	Mito_carr	Family	1.60E-14	4c9j.1.A
YKL120W	19	113	PF00153	Mito_carr	Family	6.90E-14	NA
YKL120W	229	314	PF00153	Mito_carr	Family	1.20E-12	NA
YML120C	55	400	PF07992	Pyr_redox_2	Domain	6.30E-46	5yjw
YML120C	55	400	PF07992	Pyr_redox_2	Domain	6.30E-46	5yjy
YML120C	55	400	PF07992	Pyr_redox_2	Domain	6.30E-46	4gap
YML120C	55	400	PF07992	Pyr_redox_2	Domain	6.30E-46	5yjx
YML120C	55	400	PF07992	Pyr_redox_2	Domain	6.30E-46	4g74
YML120C	55	400	PF07992	Pyr_redox_2	Domain	6.30E-46	5yjw.1.A
YDR047W	8	358	PF01208	URO-D	Domain	6.00E-127	3gw3.1.A
YPR190C	190	487	PF05645	RNA_pol_Rpc82	Family	2.10E-70	6eu1
YPR190C	47	109	PF08221	HTH_9	Domain	1.20E-17	6eu1
YMR202W	14	220	PF04622	ERG2_Sigma1R	Family	5.60E-92	NA
YLR056W	187	311	PF04116	FA_hydroxylase	Family	1.20E-18	4zr0.1.A
YDR001C	163	721	PF01204	Trehalase	Domain	2.00E-192	5n6n.1.C
YDR001C	163	721	PF01204	Trehalase	Domain	2.00E-192	5nis
YDR001C	163	721	PF01204	Trehalase	Domain	2.00E-192	5m4a
YDR001C	163	721	PF01204	Trehalase	Domain	2.00E-192	5jta
YDR001C	106	135	PF07492	Trehalase_Ca-bi	Domain	1.30E-12	5n6n.1.C
YDR001C	106	135	PF07492	Trehalase_Ca-bi	Domain	1.30E-12	5nis
YDR001C	106	135	PF07492	Trehalase_Ca-bi	Domain	1.30E-12	5jta
YPL175W	200	341	PF00534	Glycos_transf_1	Family	8.00E-22	2bis.2.A
YPL175W	200	341	PF00534	Glycos_transf_1	Family	8.00E-22	3c48.1.A
YPL175W	42	131	PF08288	PIGA	Family	2.80E-41	2bis.2.A
YPL175W	42	131	PF08288	PIGA	Family	2.80E-41	3c48.1.A
YLR447C	13	341	PF01992	vATP-synt_AC39	Family	3.30E-107	5voz.1.Q
YLR447C	13	341	PF01992	vATP-synt_AC39	Family	3.30E-107	3j9v
YKL212W	58	342	PF02383	Syja_N	Family	2.20E-80	3lwt.1.A
YKL212W	58	342	PF02383	Syja_N	Family	2.20E-80	3lwt
YKL212W	58	342	PF02383	Syja_N	Family	2.20E-80	4tu3
YIR027C	61	439	PF01979	Amidohydro_1	Domain	3.50E-58	4tqt.1.A
YNR043W	105	163	PF00288	GHMP_kinases_N	Family	6.90E-06	1fi4.1.A
YNR043W	105	163	PF00288	GHMP_kinases_N	Family	6.90E-06	1fi4
YNR041C	104	350	PF01040	UbiA	Family	9.20E-45	4od4.1.A
YPL268W	593	707	PF00387	PI-PLC-Y	Family	2.90E-35	3qr0.1.A
YPL268W	383	521	PF00388	PI-PLC-X	Family	1.90E-48	3qr0.1.A
YLL048C	1398	1567	PF00005	ABC_tran	Domain	2.40E-30	5ko2.1.A
YLL048C	1398	1567	PF00005	ABC_tran	Domain	2.40E-30	6bhu.1.A
YLL048C	1398	1567	PF00005	ABC_tran	Domain	2.40E-30	5uj9.1.A
YLL048C	712	862	PF00005	ABC_tran	Domain	3.10E-16	5ko2.1.A
YLL048C	712	862	PF00005	ABC_tran	Domain	3.10E-16	6bhu.1.A
YLL048C	712	862	PF00005	ABC_tran	Domain	3.10E-16	5uj9.1.A
YLL048C	1084	1328	PF00664	ABC_membrane	Family	6.30E-36	5ko2.1.A
