UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	coverage	template	qmean	qmean_norm	url
P33200		976	5ad87a2514055090f2de950b	SWISSMODEL	5	45	0.0420081967213	2alc.1.A	-1.4133247165	0.6211450839	https://swissmodel.expasy.org/repository/uniprot/P33200.pdb?from=5&to=45&template=2alc.1.A&provider=swissmodel
P33201		236	5ad6349ea52be75780d66c3c	SWISSMODEL	23	225	0.860169491525	5lzz.43.A	-4.3787283972	0.6024824394	https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=23&to=225&template=5lzz.43.A&provider=swissmodel
P33201		236	5ad6349ea52be75780d66c40	SWISSMODEL	1	235	0.995762711864	4v7f.1.g	-2.4850650967	0.6786267793	https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=235&template=4v7f.1.g&provider=swissmodel
P33201		236	5a9afa0975daaa3a2319972c	PDB	1	236	1.0	5jcs			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=5jcs&provider=pdb
P33201		236	5a9afb6a75daaa47a8001e41	PDB	1	236	1.0	3jct			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=3jct&provider=pdb
P33201		236	5a9b051075daaa5488b0e366	PDB	1	236	1.0	6elz			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=6elz&provider=pdb
P33201		236	5a9b090275daaa0ab3311dc4	PDB	1	236	1.0	6em5			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=6em5&provider=pdb
P33201		236	5a9b0dfd75daaa4c7039ffd5	PDB	1	236	1.0	5fl8			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=5fl8&provider=pdb
P33201		236	5a9b163275daaa409d7ffc19	PDB	1	236	1.0	6em1			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=6em1&provider=pdb
P33201		236	5a9b18c075daaa600670f64f	PDB	1	236	1.0	4v7f			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=4v7f&provider=pdb
P33201		236	5acf237675daaa4b21467076	PDB	1	236	1.0	6ft6			https://swissmodel.expasy.org/repository/uniprot/P33201.pdb?from=1&to=236&template=6ft6&provider=pdb
P33202		1483	5a5e21f4a52be73c9bf67583	SWISSMODEL	183	617	0.293324342549	5vch.2.A	-4.8101708074	0.6012055331	https://swissmodel.expasy.org/repository/uniprot/P33202.pdb?from=183&to=617&template=5vch.2.A&provider=swissmodel
P33203		583	5ad6a07b1405504d6f0ff799	SWISSMODEL	1	75	0.128644939966	1o6w.1.A	-0.2861420197	0.7808493447	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=1&to=75&template=1o6w.1.A&provider=swissmodel
P33203		583	5ad6a07b1405504d6f0ff79d	SWISSMODEL	203	412	0.360205831904	3hfh.2.A	-2.4111109348	0.6836013773	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=203&to=412&template=3hfh.2.A&provider=swissmodel
P33203		583	5ad6a07b1405504d6f0ff7a1	SWISSMODEL	269	478	0.360205831904	4fqg.2.A	-4.6089161855	0.5920215498	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=269&to=478&template=4fqg.2.A&provider=swissmodel
P33203		583	5ad6a07c1405504d6f0ff7a5	SWISSMODEL	402	511	0.188679245283	4l6y.1.B	-2.8079932664	0.6470719372	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=402&to=511&template=4l6y.1.B&provider=swissmodel
P33203		583	5ad6a07c1405504d6f0ff7a9	SWISSMODEL	134	334	0.344768439108	3hfh.2.A	-1.6825193966	0.7147392695	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=134&to=334&template=3hfh.2.A&provider=swissmodel
P33203		583	5ad6a07c1405504d6f0ff7ad	SWISSMODEL	488	550	0.108061749571	2kfd.1.A	-1.521183078	0.6921278481	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=488&to=550&template=2kfd.1.A&provider=swissmodel
P33203		583	5ad6a07c1405504d6f0ff7b1	SWISSMODEL	2	70	0.118353344768	2l5f.1.A	-3.1259750288	0.5905338085	https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=2&to=70&template=2l5f.1.A&provider=swissmodel
P33203		583	5a9affd875daaa088317e2e9	PDB	1	75	0.128644939966	1o6w			https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=1&to=75&template=1o6w&provider=pdb
P33203		583	5a9b157b75daaa3556d8baf0	PDB	488	552	0.111492281304	2kfd			https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=488&to=552&template=2kfd&provider=pdb
P33203		583	5a9b170e75daaa4a6780b55a	PDB	134	189	0.0960548885077	2b7e			https://swissmodel.expasy.org/repository/uniprot/P33203.pdb?from=134&to=189&template=2b7e&provider=pdb
P33204		171	5ad72daf140550b6746428c7	SWISSMODEL	1	169	0.988304093567	4xei.1.F	-1.7883818791	0.7020730986	https://swissmodel.expasy.org/repository/uniprot/P33204.pdb?from=1&to=169&template=4xei.1.F&provider=swissmodel
P33296		250	5ad60641573f204511b5aff6	SWISSMODEL	5	162	0.632	2f4w.1.A	-0.2574138612	0.7713775405	https://swissmodel.expasy.org/repository/uniprot/P33296.pdb?from=5&to=162&template=2f4w.1.A&provider=swissmodel
P33296		250	5ad60641573f204511b5affa	SWISSMODEL	5	144	0.56	5ojj.2.B	-0.7882000228	0.7424911032	https://swissmodel.expasy.org/repository/uniprot/P33296.pdb?from=5&to=144&template=5ojj.2.B&provider=swissmodel
P33297		434	5ad577f0c730d41e4421b56e	SWISSMODEL	27	434	0.940092165899	5mpa.1.6	-4.2561646193	0.6189059627	https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=27&to=434&template=5mpa.1.6&provider=swissmodel
P33297		434	5ad577f0c730d41e4421b572	SWISSMODEL	18	434	0.960829493088	5l4g.1.6	-3.71014258	0.642419303	https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=18&to=434&template=5l4g.1.6&provider=swissmodel
P33297		434	5ad577f0c730d41e4421b576	SWISSMODEL	30	427	0.917050691244	5l4g.1.7	-3.4204145722	0.6502976739	https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=30&to=427&template=5l4g.1.7&provider=swissmodel
P33297		434	5ad577f0c730d41e4421b57a	SWISSMODEL	25	433	0.942396313364	6epc.1.3	-4.4005231162	0.6139701572	https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=25&to=433&template=6epc.1.3&provider=swissmodel
P33297		434	5a9b058275daaa5aad4e96ba	PDB	1	434	1.0	4cr3			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=4cr3&provider=pdb
P33297		434	5a9b076875daaa73c58d62dd	PDB	1	434	1.0	4cr4			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=4cr4&provider=pdb
P33297		434	5a9b0fa975daaa62ade41ea8	PDB	1	434	1.0	5mp9			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5mp9&provider=pdb
P33297		434	5a9b10bc75daaa75335a7182	PDB	1	434	1.0	5mpa			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5mpa&provider=pdb
P33297		434	5a9b121275daaa07d9594544	PDB	1	434	1.0	5a5b			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5a5b&provider=pdb
P33297		434	5a9b12b275daaa14b7686096	PDB	1	434	1.0	5mpb			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5mpb&provider=pdb
P33297		434	5a9b145875daaa2a7f9af312	PDB	1	434	1.0	5mpc			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5mpc&provider=pdb
P33297		434	5a9b20e975daaa52372afe42	PDB	356	434	0.18202764977	3whk			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=356&to=434&template=3whk&provider=pdb
P33297		434	5a9b212e75daaa5901b8e25f	PDB	1	434	1.0	5wvk			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5wvk&provider=pdb
P33297		434	5a9b226775daaa69b9cc29c8	PDB	356	434	0.18202764977	3whl			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=356&to=434&template=3whl&provider=pdb
P33297		434	5a9b26b975daaa25837c6dcc	PDB	1	434	1.0	3jco			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=3jco&provider=pdb
P33297		434	5a9b27c475daaa31c57d1d50	PDB	1	434	1.0	4cr2			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=4cr2&provider=pdb
P33297		434	5a9b28c075daaa45e323d488	PDB	1	434	1.0	3jcp			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=3jcp&provider=pdb
P33297		434	5a9f8ced02efd0ade4233ab7	PDB	1	434	1.0	5wvi			https://swissmodel.expasy.org/repository/uniprot/P33297.pdb?from=1&to=434&template=5wvi&provider=pdb
P33298		428	5ad56a7fa52be73d0674aebb	SWISSMODEL	48	418	0.866822429907	5t0g.1.T	-4.1991382874	0.6197746313	https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=48&to=418&template=5t0g.1.T&provider=swissmodel
P33298		428	5ad56a7fa52be73d0674aebf	SWISSMODEL	40	428	0.908878504673	5mpc.1.4	-2.5186003891	0.6812746687	https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=40&to=428&template=5mpc.1.4&provider=swissmodel
P33298		428	5ad56a7fa52be73d0674aec3	SWISSMODEL	53	417	0.852803738318	5gjq.1.N	-4.6381421233	0.6040556546	https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=53&to=417&template=5gjq.1.N&provider=swissmodel
P33298		428	5ad56a7fa52be73d0674aec7	SWISSMODEL	47	418	0.869158878505	5l4g.1.3	-1.3938756871	0.7248080584	https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=47&to=418&template=5l4g.1.3&provider=swissmodel
P33298		428	5ad56a7fa52be73d0674aecb	SWISSMODEL	46	427	0.892523364486	5mpc.1.3	-3.8847726062	0.6302070845	https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=46&to=427&template=5mpc.1.3&provider=swissmodel
P33298		428	5a9b058275daaa5aad4e96ba	PDB	1	428	1.0	4cr3			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=4cr3&provider=pdb
P33298		428	5a9b076875daaa73c58d62dd	PDB	1	428	1.0	4cr4			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=4cr4&provider=pdb
P33298		428	5a9b0fa975daaa62ade41ea8	PDB	1	428	1.0	5mp9			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5mp9&provider=pdb
P33298		428	5a9b10bc75daaa75335a7182	PDB	1	428	1.0	5mpa			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5mpa&provider=pdb
P33298		428	5a9b121275daaa07d9594544	PDB	1	428	1.0	5a5b			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5a5b&provider=pdb
P33298		428	5a9b12b275daaa14b7686096	PDB	1	428	1.0	5mpb			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5mpb&provider=pdb
P33298		428	5a9b145875daaa2a7f9af312	PDB	1	428	1.0	5mpc			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5mpc&provider=pdb
P33298		428	5a9b212e75daaa5901b8e25f	PDB	1	428	1.0	5wvk			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5wvk&provider=pdb
P33298		428	5a9b267875daaa1f9be559af	PDB	348	428	0.189252336449	2dzn			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=348&to=428&template=2dzn&provider=pdb
P33298		428	5a9b26b975daaa25837c6dcc	PDB	1	428	1.0	3jco			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=3jco&provider=pdb
P33298		428	5a9b27c475daaa31c57d1d50	PDB	1	428	1.0	4cr2			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=4cr2&provider=pdb
P33298		428	5a9b27f975daaa39086404a9	PDB	348	428	0.189252336449	2dzo			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=348&to=428&template=2dzo&provider=pdb
P33298		428	5a9b28c075daaa45e323d488	PDB	1	428	1.0	3jcp			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=3jcp&provider=pdb
P33298		428	5a9f8ced02efd0ade4233ab7	PDB	1	428	1.0	5wvi			https://swissmodel.expasy.org/repository/uniprot/P33298.pdb?from=1&to=428&template=5wvi&provider=pdb
P33299		467	5ad5c6e27f4bf96d658e73b8	SWISSMODEL	42	467	0.912205567452	5mp9.1.2	-2.6267658702	0.6810078801	https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=42&to=467&template=5mp9.1.2&provider=swissmodel
P33299		467	5ad5c6e27f4bf96d658e73bc	SWISSMODEL	49	456	0.873661670236	5wvk.1.2	-4.1783226552	0.6217625592	https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=49&to=456&template=5wvk.1.2&provider=swissmodel
P33299		467	5ad5c6e37f4bf96d658e73c0	SWISSMODEL	49	467	0.89721627409	5wvi.1.W	-3.6289088494	0.6440044968	https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=49&to=467&template=5wvi.1.W&provider=swissmodel
P33299		467	5ad5c6e37f4bf96d658e73c4	SWISSMODEL	44	455	0.882226980728	5l4g.1.7	-3.4511514965	0.6494364849	https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=44&to=455&template=5l4g.1.7&provider=swissmodel
P33299		467	5ad5c6e37f4bf96d658e73c8	SWISSMODEL	42	457	0.890792291221	5mpb.1.2	-4.30683756	0.6190387481	https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=42&to=457&template=5mpb.1.2&provider=swissmodel
P33299		467	5ad5c6e37f4bf96d658e73cc	SWISSMODEL	44	453	0.877944325482	6epc.1.2	-4.7989999907	0.6004109245	https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=44&to=453&template=6epc.1.2&provider=swissmodel
P33299		467	5a9afe3d75daaa7110824257	PDB	378	467	0.192719486081	4a3v			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=378&to=467&template=4a3v&provider=pdb
P33299		467	5a9b058275daaa5aad4e96ba	PDB	1	467	1.0	4cr3			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=4cr3&provider=pdb
P33299		467	5a9b076875daaa73c58d62dd	PDB	1	467	1.0	4cr4			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=4cr4&provider=pdb
P33299		467	5a9b0fa975daaa62ade41ea8	PDB	1	467	1.0	5mp9			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5mp9&provider=pdb
P33299		467	5a9b10bc75daaa75335a7182	PDB	1	467	1.0	5mpa			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5mpa&provider=pdb
P33299		467	5a9b121275daaa07d9594544	PDB	1	467	1.0	5a5b			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5a5b&provider=pdb
P33299		467	5a9b12b275daaa14b7686096	PDB	1	467	1.0	5mpb			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5mpb&provider=pdb
P33299		467	5a9b145875daaa2a7f9af312	PDB	1	467	1.0	5mpc			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5mpc&provider=pdb
P33299		467	5a9b192675daaa657871f946	PDB	381	467	0.186295503212	3vlf			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=381&to=467&template=3vlf&provider=pdb
P33299		467	5a9b212e75daaa5901b8e25f	PDB	1	467	1.0	5wvk			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5wvk&provider=pdb
P33299		467	5a9b26b975daaa25837c6dcc	PDB	1	467	1.0	3jco			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=3jco&provider=pdb
P33299		467	5a9b275975daaa2c369d9b6e	PDB	379	467	0.190578158458	4jpo			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=379&to=467&template=4jpo&provider=pdb
P33299		467	5a9b27c475daaa31c57d1d50	PDB	1	467	1.0	4cr2			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=4cr2&provider=pdb
P33299		467	5a9b28c075daaa45e323d488	PDB	1	467	1.0	3jcp			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=3jcp&provider=pdb
P33299		467	5a9f8ced02efd0ade4233ab7	PDB	1	467	1.0	5wvi			https://swissmodel.expasy.org/repository/uniprot/P33299.pdb?from=1&to=467&template=5wvi&provider=pdb
P33300		382	5ad4f641afa35861a599d374	SWISSMODEL	49	217	0.442408376963	4mix.1.A	-2.6945442555	0.6602070441	https://swissmodel.expasy.org/repository/uniprot/P33300.pdb?from=49&to=217&template=4mix.1.A&provider=swissmodel
P33302		1511	5ac9da167f4bf9491df2fda6	SWISSMODEL	885	1168	0.187954996691	4myc.1.A	-4.2788566716	0.6020501716	https://swissmodel.expasy.org/repository/uniprot/P33302.pdb?from=885&to=1168&template=4myc.1.A&provider=swissmodel
P33302		1511	5ac9da167f4bf9491df2fdaa	SWISSMODEL	840	1111	0.180013236267	4q4j.1.A	-4.1064353627	0.6071892665	https://swissmodel.expasy.org/repository/uniprot/P33302.pdb?from=840&to=1111&template=4q4j.1.A&provider=swissmodel
P33302		1511	5ac9da167f4bf9491df2fdae	SWISSMODEL	127	796	0.443414956982	5nj3.1.A	-4.6850506169	0.5974119564	https://swissmodel.expasy.org/repository/uniprot/P33302.pdb?from=127&to=796&template=5nj3.1.A&provider=swissmodel
P33302		1511	5ac9da167f4bf9491df2fdb2	SWISSMODEL	866	1499	0.419589675711	5nj3.1.A	-4.2375909597	0.6137451388	https://swissmodel.expasy.org/repository/uniprot/P33302.pdb?from=866&to=1499&template=5nj3.1.A&provider=swissmodel
P33303		322	5a7c9f4ea52be7b6a7f15d39	SWISSMODEL	8	292	0.885093167702	4c9j.1.A	-4.6296393764	0.5867872173	https://swissmodel.expasy.org/repository/uniprot/P33303.pdb?from=8&to=292&template=4c9j.1.A&provider=swissmodel
P33304		620	5ad6d7b92623255ee3e016d0	SWISSMODEL	140	205	0.106451612903	5duy.1.A	-2.2720401217	0.6475751684	https://swissmodel.expasy.org/repository/uniprot/P33304.pdb?from=140&to=205&template=5duy.1.A&provider=swissmodel
P33304		620	5ad6d7b92623255ee3e016d4	SWISSMODEL	278	329	0.0838709677419	4lqk.1.A	-1.0543817175	0.6741300234	https://swissmodel.expasy.org/repository/uniprot/P33304.pdb?from=278&to=329&template=4lqk.1.A&provider=swissmodel
P33307		960	5ad879ff14055090f2de92d2	SWISSMODEL	1	958	0.997916666667	1wa5.1.C	-1.2858974388	0.7214879219	https://swissmodel.expasy.org/repository/uniprot/P33307.pdb?from=1&to=958&template=1wa5.1.C&provider=swissmodel
P33307		960	5a9b086275daaa7f43bae003	PDB	1	960	1.0	1wa5			https://swissmodel.expasy.org/repository/uniprot/P33307.pdb?from=1&to=960&template=1wa5&provider=pdb
P33307		960	5a9b1bbf75daaa105e266860	PDB	1	960	1.0	1z3h			https://swissmodel.expasy.org/repository/uniprot/P33307.pdb?from=1&to=960&template=1z3h&provider=pdb
P33308		149	5ad7adf6afa3580db6e5d5b8	SWISSMODEL	65	149	0.570469798658	5sva.1.V	-2.7607587292	0.6243798225	https://swissmodel.expasy.org/repository/uniprot/P33308.pdb?from=65&to=149&template=5sva.1.V&provider=swissmodel
P33308		149	5a9b111f75daaa7a26c72b99	PDB	1	149	1.0	5sva			https://swissmodel.expasy.org/repository/uniprot/P33308.pdb?from=1&to=149&template=5sva&provider=pdb
P33309		386	5ad50107afa358160e59a6a7	SWISSMODEL	1	374	0.968911917098	3j16.1.A	-4.96617927	0.5891085667	https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=374&template=3j16.1.A&provider=swissmodel
P33309		386	5ad50108afa358160e59a6ab	SWISSMODEL	1	374	0.968911917098	5m1j.1.A	-2.1703111653	0.6946329339	https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=374&template=5m1j.1.A&provider=swissmodel
P33309		386	5a9b097175daaa0f820f989d	PDB	1	386	1.0	3j16			https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=386&template=3j16&provider=pdb
P33309		386	5a9b243075daaa7ee0c720bd	PDB	1	386	1.0	2vgm			https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=386&template=2vgm&provider=pdb
P33309		386	5a9b25ca75daaa15b4e62a82	PDB	1	386	1.0	2vgn			https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=386&template=2vgn&provider=pdb
P33309		386	5a9b2b4e75daaa6a98bae706	PDB	1	386	1.0	3izq			https://swissmodel.expasy.org/repository/uniprot/P33309.pdb?from=1&to=386&template=3izq&provider=pdb
P33310		695	5ad762cb140550bb0c7488e7	SWISSMODEL	89	666	0.831654676259	4ayx.1.B	-2.3984568988	0.6808772516	https://swissmodel.expasy.org/repository/uniprot/P33310.pdb?from=89&to=666&template=4ayx.1.B&provider=swissmodel
P33311		773	5ad7ba6d7f4bf974c124b9b8	SWISSMODEL	106	679	0.7425614489	4ayx.1.B	-2.6162665186	0.6729267599	https://swissmodel.expasy.org/repository/uniprot/P33311.pdb?from=106&to=679&template=4ayx.1.B&provider=swissmodel
P33312		244	5ad6187f7f4bf965c82d08d8	SWISSMODEL	8	242	0.963114754098	4ha7.1.A	-2.1599332361	0.7027313171	https://swissmodel.expasy.org/repository/uniprot/P33312.pdb?from=8&to=242&template=4ha7.1.A&provider=swissmodel
P33312		244	5a9b0b8d75daaa2b135912e9	PDB	1	244	1.0	4ha7			https://swissmodel.expasy.org/repository/uniprot/P33312.pdb?from=1&to=244&template=4ha7&provider=pdb
P33312		244	5a9b0eda75daaa573b958a01	PDB	1	244	1.0	4ha9			https://swissmodel.expasy.org/repository/uniprot/P33312.pdb?from=1&to=244&template=4ha9&provider=pdb
P33313		385	5ad4fecbe6291d5921cc2feb	SWISSMODEL	83	259	0.45974025974	3uq3.1.A	-3.1644807842	0.6450171752	https://swissmodel.expasy.org/repository/uniprot/P33313.pdb?from=83&to=259&template=3uq3.1.A&provider=swissmodel
P33313		385	5ad4fecbe6291d5921cc2fef	SWISSMODEL	83	262	0.467532467532	4g1t.1.A	-3.6629838447	0.6259861415	https://swissmodel.expasy.org/repository/uniprot/P33313.pdb?from=83&to=262&template=4g1t.1.A&provider=swissmodel
P33313		385	5ad4fecbe6291d5921cc2ff3	SWISSMODEL	83	300	0.566233766234	3ieg.1.A	-3.3234697593	0.6442004905	https://swissmodel.expasy.org/repository/uniprot/P33313.pdb?from=83&to=300&template=3ieg.1.A&provider=swissmodel
P33313		385	5ad4fecbe6291d5921cc2ff7	SWISSMODEL	83	300	0.566233766234	4ui9.1.F	-3.5748937966	0.6336768301	https://swissmodel.expasy.org/repository/uniprot/P33313.pdb?from=83&to=300&template=4ui9.1.F&provider=swissmodel
P33314		1104	5ac9024e140550ab1ed2cc7f	SWISSMODEL	334	533	0.18115942029	5ue8.1.A	-4.286814227	0.6082080701	https://swissmodel.expasy.org/repository/uniprot/P33314.pdb?from=334&to=533&template=5ue8.1.A&provider=swissmodel
P33314		1104	5ac9024e140550ab1ed2cc83	SWISSMODEL	335	465	0.11865942029	2r83.1.A	-3.6200780402	0.5902026738	https://swissmodel.expasy.org/repository/uniprot/P33314.pdb?from=335&to=465&template=2r83.1.A&provider=swissmodel
P33314		1104	5ac9024f140550ab1ed2cc87	SWISSMODEL	472	809	0.30615942029	5cjp.1.E	-4.379418658	0.6185535273	https://swissmodel.expasy.org/repository/uniprot/P33314.pdb?from=472&to=809&template=5cjp.1.E&provider=swissmodel
P33315		681	5ad730a53d4e1d4a49a82b91	SWISSMODEL	3	681	0.997063142438	1gpu.1.A	-0.8595958446	0.7370487923	https://swissmodel.expasy.org/repository/uniprot/P33315.pdb?from=3&to=681&template=1gpu.1.A&provider=swissmodel
P33317		147	5ad7ba597f4bf974c124b81b	SWISSMODEL	6	143	0.938775510204	3f4f.1.A	0.4888429351	0.7929411258	https://swissmodel.expasy.org/repository/uniprot/P33317.pdb?from=6&to=143&template=3f4f.1.A&provider=swissmodel
P33317		147	5a9b0cc175daaa3ccf7d0f62	PDB	1	147	1.0	3p48			https://swissmodel.expasy.org/repository/uniprot/P33317.pdb?from=1&to=147&template=3p48&provider=pdb
P33317		147	5a9b183475daaa5ae8659070	PDB	1	147	1.0	3f4f			https://swissmodel.expasy.org/repository/uniprot/P33317.pdb?from=1&to=147&template=3f4f&provider=pdb
P33317		147	5a9b2ac475daaa5d6c2bbfce	PDB	1	147	1.0	3hhq			https://swissmodel.expasy.org/repository/uniprot/P33317.pdb?from=1&to=147&template=3hhq&provider=pdb
P33322		483	5ad5e4132623254baf2ce3ea	SWISSMODEL	18	378	0.747412008282	3uai.1.A	-1.4218648151	0.725719283	https://swissmodel.expasy.org/repository/uniprot/P33322.pdb?from=18&to=378&template=3uai.1.A&provider=swissmodel
P33322		483	5a9b0ca475daaa3ccf7d0b74	PDB	3	394	0.811594202899	3u28			https://swissmodel.expasy.org/repository/uniprot/P33322.pdb?from=3&to=394&template=3u28&provider=pdb
P33322		483	5a9b0cec75daaa423c5bdca5	PDB	247	254	0.0165631469979	3zv0			https://swissmodel.expasy.org/repository/uniprot/P33322.pdb?from=247&to=254&template=3zv0&provider=pdb
P33322		483	5a9b1d9675daaa25a0c54965	PDB	3	394	0.811594202899	3uai			https://swissmodel.expasy.org/repository/uniprot/P33322.pdb?from=3&to=394&template=3uai&provider=pdb
P33324		310	5ad545ffa52be79a84e3bde1	SWISSMODEL	4	310	0.990322580645	3b74.1.A	1.0185254295	0.8197824754	https://swissmodel.expasy.org/repository/uniprot/P33324.pdb?from=4&to=310&template=3b74.1.A&provider=swissmodel
P33324		310	5a9b04d575daaa4f11c90fa8	PDB	1	310	1.0	3b7z			https://swissmodel.expasy.org/repository/uniprot/P33324.pdb?from=1&to=310&template=3b7z&provider=pdb
P33324		310	5a9b06c175daaa6a748b633c	PDB	1	310	1.0	3b74			https://swissmodel.expasy.org/repository/uniprot/P33324.pdb?from=1&to=310&template=3b74&provider=pdb
P33324		310	5a9b19c575daaa71aac4180b	PDB	1	310	1.0	3q8g			https://swissmodel.expasy.org/repository/uniprot/P33324.pdb?from=1&to=310&template=3q8g&provider=pdb
P33324		310	5a9b253375daaa100e77a02a	PDB	1	310	1.0	3b7n			https://swissmodel.expasy.org/repository/uniprot/P33324.pdb?from=1&to=310&template=3b7n&provider=pdb
P33324		310	5a9b2a0775daaa56b3c01842	PDB	1	310	1.0	3b7q			https://swissmodel.expasy.org/repository/uniprot/P33324.pdb?from=1&to=310&template=3b7q&provider=pdb
P33328		115	5ad875c114055089dd4a0458	SWISSMODEL	22	111	0.782608695652	2kog.1.A	-6.0157551929	0.4294977583	https://swissmodel.expasy.org/repository/uniprot/P33328.pdb?from=22&to=111&template=2kog.1.A&provider=swissmodel
